Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23529,From Hell,Alan Moore,"Moore, Alan","Eddie Campbell, Pete Mullins","=""0861661419""","=""9780861661411""",4,4.16,Knockabout Comics ,Paperback,576,2007,1999,2012/01/23,2012/01/08,,,read,,,,1,,,0,,,,,
5552,QED: The Strange Theory of Light and Matter,Richard Feynman,"Feynman, Richard",,"=""0691024170""","=""9780691024172""",3,4.23,Princeton University Press,Paperback,158,1988,1985,2012/01/15,2012/01/10,physics,physics (#4),read,,,,1,,,0,,,,,
8866005,"Brain, Mind, and the Structure of Reality",Paul L. Nunez,"Nunez, Paul L.",,"=""019534071X""","=""9780195340716""",3,3.39,"Oxford University Press, USA",Hardcover,306,2010,2010,2012/01/05,2011/12/26,"consciousness, math, physics","consciousness (#3), math (#3), physics (#3)",read,"Interesting book that tries to link relativity, quantum physics and thermodynamics to the mind-body problem. Somewhat limited in his explanation of certain topics but Nunez is able to make his point somewhat better then Penrose in the emperor's new mind. ",,,1,,,0,,,,,
81966,Aikido and the Dynamic Sphere: An Illustrated Introduction,Adele Westbrook,"Westbrook, Adele",Oscar Ratti,"=""0804832846""","=""9780804832847""",0,4.21,Tuttle Publishing,Paperback,384,2001,1983,,2011/12/29,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
6443834,"1Q84 (1Q84, #1)",Haruki Murakami,"Murakami, Haruki",村上 春樹,"=""4103534222""","=""9784103534228""",4,3.98,Shinchosha/Tsai Fong Books,Paperback,554,2009,2009,,2010/09/05,,,read,,,,1,,,0,,,,,
7465814,C,Tom McCarthy,"McCarthy, Tom",,"=""0307593339""","=""9780307593337""",2,3.15,Knopf,Hardcover,310,2010,2010,2011/12/09,2011/12/09,,,read,,,,1,,,0,,,,,
6184071,"Inbound Marketing: Get Found Using Google, Social Media, and Blogs ",Brian Halligan,"Halligan, Brian","Dharmesh Shah, David Meerman Scott","=""0470499311""","=""9780470499313""",3,3.88,John Wiley & Sons,Hardcover,226,2009,2009,2011/11/27,2011/11/27,,,read,Surprisingly interesting.,,,1,,,0,,,,,
11303401,My Green City: Back to Nature with Attitude and Style,Robert Klanten,"Klanten, Robert","K. Bolhofer, Sven Ehmann","=""3899553349""","=""9783899553345""",5,4.20,Gestalten,Hardcover,235,2011,2011,2011/11/06,2011/11/03,,,read,Cool book! Title says it all!,,,1,,,0,,,,,
6779,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard Feynman,"Feynman, Richard",Roger Penrose,"=""0465023932""","=""9780465023936""",4,4.22,Basic Books,Paperback,184,2005,1963,2011/11/01,2011/10/30,physics,physics (#2),read,Excellent little book that explains the gist of relativity. Concepts are explained using math a smart high schooler should be able to follow. Lot's better than the one-chapters introductions of relativity you find in Hawkins or Greene,,,1,,,0,,,,,
17800,"Dance Dance Dance (The Rat, #4)",Haruki Murakami,"Murakami, Haruki",,"=""0099448769""","=""9780099448761""",4,4.04,Vintage,Paperback,393,2002,1988,2011/10/30,2011/10/16,,,read,,,,1,,,0,,,,,
12066250,Over sneeuwkristallen en zebrastrepen: De wereld volgens de wiskunde,Ian Stewart,"Stewart, Ian",Aat van Uijen,"=""9068252720""","=""""",4,3.82,Uitgeverij Uniepers / Davidsfonds Uitgeverij,Hardcover,224,2002,1998,,2011/08/06,,,read,,,,1,,,0,,,,,
784099,"Illegal Drugs: A Complete Guide to their History, Chemistry, Use, and Abuse",Paul Gahlinger,"Gahlinger, Paul",,"=""0452285054""","=""9780452285057""",3,4.21,Plume,Paperback,480,2003,2003,2011/10/16,2011/09/09,chemistry,chemistry (#1),read,Excellent objective reference for all kinds of drugs.<br/>,,,1,,,0,,,,,
695429,Gödel's Proof,Ernest Nagel,"Nagel, Ernest","James Roy Newman, Douglas R. Hofstadter","=""0814758169""","=""9780814758168""",3,4.14,New York University Press,Hardcover,129,2001,1958,2011/10/08,2011/08/13,"consciousness, math","consciousness (#2), math (#2)",read,Cute little book that gives an interesting overview on mathematical systems and their limitations.,,,1,,,0,,,,,
179744,"The Emperor's New Mind: Concerning Computers, Minds and the Laws of Physics",Roger Penrose,"Penrose, Roger",Martin Gardner,"=""0192861980""","=""9780192861986""",4,3.85,"Oxford University Press, USA",Paperback,640,2002,1989,2011/10/04,2011/07/30,"physics, consciousness, math","physics (#1), consciousness (#1), math (#1)",read,"A book about turing machines, Gödel's theorem, cosmology, quantum mechanics, neurology and consciousness? I was sold!<br/><br/>Penrose is, IMHO, the best writer about physics. His style is friendly and relaxed but thorough. I do not follow his thesis that it is not possible to construct hard AI and brains need an quantum physical element to be understood. But this book deals with such interesting subjects and themes about the universe and our place in it, it is impossible not to be fascinated.",,,1,,,0,,,,,
747570,"Evolution in Four Dimensions: Genetic, Epigenetic, Behavioral, and Symbolic Variation in the History of Life",Eva Jablonka,"Jablonka, Eva",Marion J. Lamb,"=""0262600692""","=""9780262600699""",4,4.15,MIT Press (MA),Paperback,462,2006,2005,2011/09/22,2011/03/25,evolution,evolution (#2),read,"A very good and enjoyable book about evolution. This book is in a similar vein as 'Evolutionary development biology', where the gene centered view we all know and love thanks to Dawkings is critically evaluated. The authors skillfully lay their theories using interesting examples, critical dialogues and very funny and nicely drawn cartoons. <br/><br/>",,,1,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",3,4.20,Del Rey,Paperback,224,2005,1982,2011/09/16,2011/09/17,,,read,,,,1,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey,Paperback,250,2005,1980,2011/09/12,2011/09/06,,,read,,,,1,,,0,,,,,
201357,"Information Theory, Inference and Learning Algorithms",David J.C. MacKay,"MacKay, David J.C.",,"=""0521642981""","=""9780521642989""",5,4.47,Cambridge University Press,Hardcover,640,2003,2002,2011/09/11,2011/05/22,,,read,"Excellent book about diverse topics in machine learning, statistics, information theory etc. Many exercises and applications.<br/>Free to download on the internet!",,,1,,,0,,,,,
7745636,Laat het feest beginnen!,Niccolò Ammaniti,"Ammaniti, Niccolò",Etta Maris,"=""9048802636""","=""9789048802630""",3,3.46,Lebowski,Hardcover,303,2010,2009,2011/08/28,2011/08/24,,,read,,,,1,,,0,,,,,
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",5,3.93,Basic Books (AZ),Hardcover,412,2007,2007,2011/08/23,2011/07/30,,,read,"Hofstadter gives us a scientific model for the soul. Beautifully written, very personal (though sometimes a bit too personal!)<br/>A must for everyone who enjoyed GEB!",,,1,,,0,,,,,
8236572,Control Theory and Systems Biology,Pablo A. Iglesias,"Iglesias, Pablo A.",Brian P. Ingalls,"=""0262013347""","=""9780262013345""",3,3.83,MIT Press (MA),Hardcover,345,2009,2009,2011/08/08,2010/09/17,,,read,A bit to ,,,1,,,0,,,,,
163716,The Complete Fairy Tales,Oscar Wilde,"Wilde, Oscar",,"=""1934169579""","=""9781934169575""",4,4.34,Norilana Books,Paperback,144,2007,1891,,2011/08/07,,,read,,,,1,,,0,,,,,
2015517,"Rumo & His Miraculous Adventures (Zamonia, #3)",Walter Moers,"Moers, Walter",John Brownjohn,"=""1585679364""","=""9781585679362""",5,4.46,The Overlook Press,Paperback,688,2007,2003,2011/08/07,2011/07/30,novels,novels (#1),read,"This might be one of the best stories I've ever read! This book is full of ideas, interesting characters, places and creatures so well developed they feel almost real.  Don't be fooled in thinking this is (only) a children's book: it deals with themes as love and courage but also with darker stuff like death and sadism. <br/>Moers can easily compete with Rowling, Dahl and Ende. His drawings are really fun to watch and make it even more memorable. <br/>Something that struck me is that in the 745 pages of this book only 4 female characters are named: only one is relevant for the plot... In 'the city of the dreaming books' there were no female characters. This is quite odd as Rala is just as realistic as any other person.",,,1,,,0,,,,,
12075748,Bizarre wetenschap: Vreemde en opzienbarende experimenten,Reto U. Schneider,"Schneider, Reto U.",Marten Hofstede,"=""9085530091""","=""""",2,3.79,Elmar,Paperback,304,2005,2004,,2011/08/06,,,read,,,,1,,,0,,,,,
3533787,Jongens & wetenschap,Sven Speybrouck,"Speybrouck, Sven",Koen Fillet,"=""9054667710""","=""9789054667711""",3,3.97,Globe,Paperback,372,2002,2002,,2011/08/06,,,read,,,,1,,,0,,,,,
3533839,Jongens & wetenschap²,Sven Speybrouck,"Speybrouck, Sven",Koen Fillet,"=""9054666536""","=""9789054666530""",3,3.76,"Globe - Roularta Books NV, Roeselare",Paperback,438,2003,2003,,2011/08/06,,,read,,,,1,,,0,,,,,
6387925,The Wild Things,Dave Eggers,"Eggers, Dave",,"=""1934781614""","=""9781934781616""",2,3.45,McSweeney's,Hardcover,288,2009,2009,2011/07/24,2011/07/14,,,read,Was a bit disappointing (I did not see the film version),,,1,,,0,,,,,
5783495,"Ecological Developmental Biology: Integrating Epigenetics, Medicine, and Evolution: An Integrated Approach to Embryology, Evolution, and Medicine",Scott F. Gilbert,"Gilbert, Scott F.",David Epel,"=""0878932992""","=""9780878932993""",5,4.48,Sinauer Associates,Paperback,400,2009,,2011/07/10,2011/01/23,evolution,evolution (#1),read,"An extremely interesting book that combines the branches of ecology, development biology, epigenetics, medicine, toxicology and most important, evolution etc. Lot's of cool examples are given.<br/><br/>Like the best of (popular) science it makes you question everything you thought you knew about the subject (evolution).<br/><br/>Warning: may make you paranoid about endocrine disruptors.",,,1,,,0,,,,,
123066,Some Rain Must Fall: And Other Stories,Michel Faber,"Faber, Michel",,"=""0156011484""","=""9780156011488""",4,3.81,Mariner Books,Paperback,276,2001,1981,2011/07/07,2011/07/10,,,read,,,,1,,,0,,,,,
895807,The Rain Before it Falls,Jonathan Coe,"Coe, Jonathan",,"=""0670917281""","=""9780670917280""",5,3.64,Viking Books,Hardcover,256,,2007,2011/07/09,2011/07/10,,,read,Very touching,,,1,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",Banesh Hoffmann,"=""048627263X""","=""9780486272634""",3,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,2011/07/06,2011/07/10,,,read,A funny must-read,,,1,,,0,,,,,
7419758,The Terrible Privacy of Maxwell Sim,Jonathan Coe,"Coe, Jonathan",,"=""0670917389""","=""9780670917389""",5,3.36,Viking,Paperback,352,2011,2010,2011/06/19,2011/06/12,,,read,,,,1,,,0,,,,,
123063,Under the Skin,Michel Faber,"Faber, Michel",,"=""1841954802""","=""9781841954806""",4,3.72,Canongate Books Ltd,Paperback,296,2004,2000,2011/06/11,2011/06/06,,,read,"Not as thrilling and unexpected as the cover would let you believe but still and enjoyable book. I won't tell the theme, but it is idd somewhat different then expected.",,,1,,,0,,,,,
55881,Pattern Recognition and Machine Learning,Christopher M. Bishop,"Bishop, Christopher M.",,"=""0387310738""","=""9780387310732""",4,4.27,Springer,Hardcover,738,2011,2006,2011/06/04,2010/10/09,,,read,"Very good reference for machine learning and data mining.<br/>I found it somewhat technical and abstract in times (there are no real life examples), some concepts can be explained a bit more intuitively.<br/>",,,1,,,0,,,,,
3216949,Griezelhandboek,Paul van Loon,"Loon, Paul van",,"=""9066921218""","=""9789066921214""",4,3.76,Elzenga,hardcover,159,1996,1993,,2011/05/23,,,read,,,,1,,,0,,,,,
3220318,Nooit de buren bijten,Paul van Loon,"Loon, Paul van",,"=""906692151X""","=""9789066921511""",4,3.72,Elzenga,Hardcover,114,1995,1995,,2011/05/23,,,read,,,,1,,,0,,,,,
3220310,De Griezelbus 4,Paul van Loon,"Loon, Paul van",,"=""9066922249""","=""9789066922242""",3,3.64,Elzenga,Hardcover,234,1998,1998,,2011/05/23,,,read,,,,1,,,0,,,,,
3216945,De Griezelbus 0,Paul van Loon,"Loon, Paul van",,"=""906692277X""","=""9789066922778""",2,3.51,Elzenga,Hardcover,150,1999,1999,,2011/05/23,,,read,,,,1,,,0,,,,,
3216942,De Griezelbus 3,Paul van Loon,"Loon, Paul van",,"=""9066921641""","=""9789066921641""",4,3.59,Elzenga,Hardcover,240,1996,1996,,2011/05/23,,,read,,,,1,,,0,,,,,
3216941,De Griezelbus 2,Paul van Loon,"Loon, Paul van",,"=""9025837697""","=""9789025837693""",3,3.64,Elzenga,Hardcover,237,1995,1994,,2011/05/23,,,read,,,,1,,,0,,,,,
3216938,De Griezelbus 1,Paul van Loon,"Loon, Paul van",,"=""9025837689""","=""9789025837686""",0,3.64,Leopold BV,Hardcover,141,1991,1991,,2011/05/23,,,read,,,,1,,,0,,,,,
3223467,Het derde antwoord,Tais Teng,"Teng, Tais",,"=""""","=""9789066922266""",0,3.68,Elzenga,,129,1999,1998,,2011/05/23,,,read,,,,1,,,0,,,,,
3223453,Gruwelgeintjes,Tais Teng,"Teng, Tais",,"=""""","=""9789066922488""",0,3.70,Elzenga,,120,2000,1999,,2011/05/23,,,read,,,,1,,,0,,,,,
3232767,Bloedzusters,Tais Teng,"Teng, Tais",,"=""""","=""9789066921900""",0,3.64,Leopold,,117,1997,1997,,2011/05/23,,,read,,,,1,,,0,,,,,
9779803,Vingervlug,Sarah Waters,"Waters, Sarah",Marion Op den Camp,"=""9038884354""","=""9789038884356""",4,4.02,Nijgh & Van Ditmar,Paperback,559,2005,2002,2011/05/20,2011/04/17,,,read,,,,1,,,0,,,,,
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,"=""0375708111""","=""9780375708114""",3,4.07,Vintage Books USA,Paperback,425,2004,1999,2011/05/08,2010/11/10,,,read,,,,1,,,0,,,,,
139087,The Line of Beauty,Alan Hollinghurst,"Hollinghurst, Alan",,"=""0739464469""","=""9780739464465""",5,3.72,Bloomsbury,Paperback,438,2004,2004,2011/04/18,2011/03/25,,,read,,,,1,,,0,,,,,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",5,4.29,Basic Books,Paperback,777,1999,1979,2011/04/03,2011/01/19,,,read,,,,1,,,0,,,,,
841628,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,Douglas Adams,"Adams, Douglas",,"=""0330316117""","=""9780330316118""",0,4.51,Pan Books,Paperback,590,1992,1986,,2011/03/25,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
193873,What a Carve Up!,Jonathan Coe,"Coe, Jonathan",,"=""0140294562""","=""9780140294569""",4,4.10,"Penguin Books, Limited (UK)",Paperback,512,2001,1994,2011/03/10,2011/03/04,,,read,,,,1,,,0,,,,,
141624,Napoleon's Buttons: How 17 Molecules Changed History,Penny Le Couteur,"Couteur, Penny Le",Jay Burreson,"=""1585422207""","=""9781585422203""",4,3.93,Tarcher,Hardcover,375,2003,1991,2011/03/03,2011/02/20,,,read,Nice little stories of history from a chemical perspective. The focus is more on the history then on chemistry but it's well written.,,,1,,,0,,,,,
114954,"The Opal Deception  (Artemis Fowl, #4)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""9781423103998""",0,4.05,Miramax Books,Paperback,416,2009,2005,,2011/02/15,,,read,,,,1,,,0,,,,,
227865,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,"Colfer, Eoin",,"=""0141321318""","=""9780141321318""",0,4.04,Puffin,Paperback,352,2006,2006,,2011/02/15,,,read,,,,1,,,0,,,,,
114955,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,"Colfer, Eoin",,"=""0786851473""","=""9780786851478""",0,3.95,Disney-Hyperion,Paperback,277,2004,2002,,2011/02/15,,,read,,,,1,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""0786817879""","=""9780786817870""",0,3.83,Disney-Hyperion,Paperback,316,2003,2001,,2011/02/15,,,read,,,,1,,,0,,,,,
243705,The Collector,John Fowles,"Fowles, John",,"=""0099470470""","=""9780099470472""",4,3.99,Vintage,Paperback,283,1998,1963,2011/02/14,2011/02/12,,,read,,,,1,,,0,,,,,
116164,"Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry, and Engineering",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0738204536""","=""9780738204536""",5,4.31,Westview Press,Paperback,497,2001,1994,2011/02/10,2010/09/10,,,read,,,,1,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.01,W.W. Norton & Company,Paperback,425,2005,1997,2011/02/01,2010/09/10,,,read,,,,1,,,0,,,,,
163233,Robustness and Evolvability in Living Systems,Andreas Wagner,"Wagner, Andreas",,"=""0691122407""","=""9780691122403""",4,4.25,Princeton University Press,Hardcover,368,2005,2005,2011/01/21,2010/11/20,,,read,"Interesting, but difficult book about evolution.",,,1,,,0,,,,,
8617613,Duncan's Diary: Birth of a Serial Killer,Christopher C. Payne,"Payne, Christopher C.",,"=""0982811934""","=""9780982811931""",3,3.46,Journalstone,Paperback,280,2010,2009,2011/01/07,2010/10/01,,,read,No high literature but quite entertaining. American psycho but more suitable for the faint of heart and with more thriller aspects.,,,1,,,0,,,,,
8586748,"L'Enfer, le silence (Blacksad, #4)",Juan Díaz Canales,"Canales, Juan Díaz",Juanjo Guarnido,"=""2205063138""","=""9782205063134""",4,4.16,Dargaud,Hardcover,56,2010,2010,2010/12/30,2010/12/30,,,read,,,,1,,,0,,,,,
291588,"Bloodtide (Blood, #1)",Melvin Burgess,"Burgess, Melvin",,"=""0765340143""","=""9780765340146""",4,3.72,Tor Books,Paperback,384,2002,1999,,2010/12/12,,,read,,,,1,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle","=""0141439475""","=""9780141439471""",4,3.77,Penguin,Paperback,273,2003,1818,,2010/12/12,,,read,,,,1,,,0,,,,,
7519866,Imperial Bedrooms,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0330517090""","=""9780330517096""",0,3.15,Picador,Paperback,256,2010,2010,2010/12/01,2010/11/29,,,read,,,,1,,,0,,,,,
80439,Beginning Python: From Novice to Professional,Magnus Lie Hetland,"Hetland, Magnus Lie",,"=""159059519X""","=""9781590595190""",0,3.90,Apress,Paperback,604,2005,2005,,2010/09/05,,,read,,,,1,,,0,,,,,
4803306,Lucid Dreaming: Gateway to the Inner Self,Robert  Waggoner,"Waggoner, Robert",,"=""193049114X""","=""9781930491144""",3,4.05,Moment Point Press,Paperback,320,2008,2008,2010/11/28,2010/09/17,,,read,,,,1,,,0,,,,,
6436659,Transition,Iain M. Banks,"Banks, Iain M.",,"=""0316071986""","=""9780316071987""",3,3.86,Orbit,Hardcover,404,2009,2009,2010/11/14,2010/10/24,,,read,,,,1,,,0,,,,,
8544261,Une Forme de Vie,Amélie Nothomb,"Nothomb, Amélie",,"=""2226215174""","=""9782226215178""",4,3.47,Albin Michel,Paperback,169,2010,2010,2010/11/04,2010/10/24,,,read,,,,1,,,0,,,,,
30105,The Folding Star,Alan Hollinghurst,"Hollinghurst, Alan",,"=""1596910038""","=""9781596910034""",3,3.72,Bloomsbury USA,Paperback,432,2005,1994,2010/11/03,2010/10/14,,,read,,,,1,,,0,,,,,
85127,Chess Player's Bible,James Eade,"Eade, James",,"=""0713489251""","=""9780713489255""",3,3.86,Batsford Ltd,Paperback,,2004,2004,,2010/09/05,,,read,,,,1,,,0,,,,,
1805383,Et Si C'était Vrai,Sheila,"Sheila, Sheila",,"=""2841140784""","=""9782841140787""",3,3.38,Ramsay,,481,1995,1995,,2010/10/23,,,read,,,,1,,,0,,,,,
8607512,De eenzaamheid van de priemgetallen,Paolo Giordano,"Giordano, Paolo","Mieke Geuzebroek, Pietha  de Voogd","=""902345605X""","=""9789023456056""",4,3.59,De Bezige Bij,Paperback,318,2010,2008,2010/10/13,2010/10/09,,,read,Bittersweet,,,1,,,0,,,,,
222187,De wereld van Sofie,Jostein Gaarder,"Gaarder, Jostein","Janke Klok, Lucy Pijttersen, Kim Snoeijing, Paula Stevens","=""905240707X""","=""9789052407074""",4,3.90,Houtekiet,Paperback,560,2003,1991,,2010/09/05,,,read,,,,1,,,0,,,,,
54120,The Double,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0151010404""","=""9780151010400""",3,3.87,Houghton Mifflin Harcourt,Hardcover,324,2004,2002,2010/10/07,2010/09/29,,,read,,,,1,,,0,,,,,
8172911,De Einstein code,Adam Fawer,"Fawer, Adam",Henk Popken,"=""9044312553""","=""9789044312553""",2,4.10,The House of Books,Paperback,367,2005,2005,,2010/09/29,,,read,,,,1,,,0,,,,,
4004,The Pilgrimage,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0722534876""","=""9780722534878""",4,3.64,Thorsons,Paperback,226,1997,1987,2010/09/24,2010/09/18,,,read,"To me, this book had a slow start but was really beautiful when the story went on. I especially liked the little exercises on the end of the chapters. On the whole not my favorite Coelho, but still a very good book worth reading.",,,1,,,0,,,,,
234944,"South by Southeast (Diamond Brothers, #3)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142403741""","=""9780142403747""",3,4.01,Puffin Books,Paperback,160,2005,1991,,2010/09/15,,,read,,,,1,,,0,,,,,
144255,"The Diamond Brothers in...Three of Diamonds (The Diamond Brothers, #4-6)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142402982""","=""9780142402986""",3,4.12,Puffin Books,Paperback,240,2005,2004,,2010/09/15,,,read,,,,1,,,0,,,,,
1069510,"I Know What You Did Last Wednesday (Diamond Brothers, #6)",Anthony Horowitz,"Horowitz, Anthony",,"=""1406306533""","=""9781406306538""",3,4.14,Walker Books Ltd,Paperback,,2007,2001,,2010/09/15,,,read,,,,1,,,0,,,,,
920352,"The French Confection (Diamond Brothers, #5)",Anthony Horowitz,"Horowitz, Anthony",,"=""0744590396""","=""9780744590395""",3,3.92,Walker Books,Paperback,80,2003,2003,,2010/09/15,,,read,,,,1,,,0,,,,,
378346,"Return to Groosham Grange (Groosham Grange, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0744583454""","=""9780744583458""",3,3.75,Walker Books,Paperback,175,2003,1990,,2010/09/15,,,read,,,,1,,,0,,,,,
378356,"Groosham Grange (Groosham Grange, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0744583446""","=""9780744583441""",3,3.77,Walker Books Ltd,Paperback,155,1988,1988,,2010/09/15,,,read,,,,1,,,0,,,,,
2008016,"The Blurred Man (Diamond Brothers, #4)",Anthony Horowitz,"Horowitz, Anthony",,"=""1406306541""","=""9781406306545""",3,3.97,Walker Books Ltd,Paperback,79,2010,2001,,2010/09/15,,,read,,,,1,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""0345391802""","=""9780345391803""",3,4.21,Del Rey Books,Mass Market Paperback,216,2017,1979,2010/09/14,2010/09/13,,,read,,,,1,,,0,,,,,
354421,Sync: The Emerging Science of Spontaneous Order,Steven H. Strogatz,"Strogatz, Steven H.",,"=""0786868449""","=""9780786868445""",5,3.99,Hachette Books,Hardcover,352,2003,2003,2010/09/10,2010/09/06,,,read,"This is a marvelous book! Strogatz has the gift to explain complex mathematical theories with simple and clear analogies. He gives us examples from biology, sociology, modern physics, cosmology, traffic science etc to prove chaos theory is not some abstract idea only useful to keep some pale eccentrics busy but is an intrinsic part what makes our universe tic!<br/>His descriptions of the colorful people who laid the foundations of sync were very fun to read. <br/>I will most certainly read his other work based on his lectures!",,,1,,,0,,,,,
76079,The Life of Insects,Victor Pelevin,"Pelevin, Victor",,"=""0571194052""","=""9780571194056""",3,3.85,Faber & Faber,Paperback,176,1999,1993,2010/09/07,2010/09/05,,,read,,,,1,,,0,,,,,
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",5,4.01,Penguin Books,Paperback,263,1987,1985,,2010/09/05,,,read,,,,1,,,0,,,,,
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",5,4.07,Penguin Group (USA),Mass Market Paperback,239,2000,1872,,2010/09/05,,,read,,,,1,,,0,,,,,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393312836""","=""9780393312836""",5,3.99,W. W. Norton  Company,Paperback,212,1995,1962,,2010/09/05,,,read,,,,1,,,0,,,,,
27712,The Neverending Story,Michael Ende,"Ende, Michael","Ralph Manheim, Roswitha Quadflieg","=""0525457585""","=""9780525457589""",5,4.18,Dutton Children's Books,Hardcover,396,1997,1979,,2010/09/05,,,read,,,,1,,,0,,,,,
44185,The Gospel of the Flying Spaghetti Monster,Bobby Henderson,"Henderson, Bobby",,"=""0812976568""","=""9780812976564""",4,3.92,Villard,Paperback,169,2006,2006,,2010/09/05,,,read,,,,1,,,0,,,,,
17245,Dracula,Bram Stoker,"Stoker, Bram","Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",3,3.98,Norton,Paperback,488,1986,1897,,2010/09/05,,,read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George",,"=""0452284244""","=""9780452284241""",3,3.91,NAL,Paperback,122,2003,1945,,2010/09/05,,,read,,,,1,,,0,,,,,
1858132,The Killing Joke,Anthony Horowitz,"Horowitz, Anthony",,"=""075285724X""","=""9780752857244""",4,3.25,Orion Publishing,Hardcover,272,2004,2002,,2010/09/05,,,read,,,,1,,,0,,,,,
96358,Batman: The Killing Joke,Alan Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",4,4.37,DC Comics,Paperback,50,1995,1988,,2010/09/05,,,read,,,,1,,,0,,,,,
8881007,De engelenmaker,Stefan Brijs,"Brijs, Stefan",,"=""9045005301""","=""9789045005300""",5,3.87,Uitgeverij Atlas,Hardcover,429,2005,2005,,2010/09/05,,,read,,,,1,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,3.66,Penguin Books ,Paperback,182,1999,1954,,2010/09/05,,,read,,,,1,,,0,,,,,
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",4,3.82,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2010/09/05,,,read,,,,1,,,0,,,,,
111450,Quidditch Through the Ages,Kennilworthy Whisp,"Whisp, Kennilworthy",J.K. Rowling,"=""0439321611""","=""9780439321617""",3,3.86,Scholastic,Hardcover,64,2001,2001,,2010/09/05,,,read,,,,1,,,0,,,,,
41899,Fantastic Beasts and Where to Find Them,Newt Scamander,"Scamander, Newt","J.K. Rowling, Albus Dumbledore","=""0439321603""","=""9780439321600""",3,3.99,Arthur A. Levine Books,Hardcover,128,2001,2001,,2010/09/05,,,read,,,,1,,,0,,,,,
3950967,The Tales of Beedle the Bard,J.K. Rowling,"Rowling, J.K.",,"=""0747599874""","=""9780747599876""",4,4.07,Bloomsbury,Hardcover,109,2008,2007,,2010/09/05,,,read,,,,1,,,0,,,,,
