route,Free Flow Speed,2019 Peak Hour Mean Speed,2019 Peak Hour 5th Speed,2019 Speed Ratio,2019 BTI,2020 Peak Hour Mean Speed,2020 Peak Hour 5th Speed,2020 Speed Ratio,2020 BTI,2021 Peak Hour Mean Speed,2021 Peak Hour 5th Speed,2021 Speed Ratio,2021 BTI,2019 Congested,2019 Reliability,2020 Congested,2020 Reliability,2021 Congested,2021 Reliability
51st_manor$51st_mueller,26.195945945945947,22.342105263157894,15.0,0.8528840802030869,0.48947368421052634,23.431168831168833,16.0,0.8944578248679358,0.46444805194805217,23.166666666666668,16.0,0.8843607600378299,0.44791666666666674,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_manor$51st_springdale,31.26246719160105,30.171473518615628,18.0,0.965102124976287,0.6761929732564238,30.57210242587601,19.0,0.977917137457708,0.6090580224145269,29.550274223034734,19.0,0.9452316748363894,0.5552775906860385,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_mueller$51st_manor,30.251012145748987,21.942067736185383,11.0,0.7253333419215457,0.9947334305623076,25.890173410404625,20.0,0.8558448651458702,0.29450867052023116,26.03676470588235,18.0,0.8606906962463786,0.4464869281045753,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$51st_manor,33.0855614973262,27.747417840375586,18.0,0.8386563982786867,0.5415232133541992,29.008955223880598,20.0,0.8767859425999146,0.4504477611940298,27.534375,19.0,0.8322172498787781,0.4491776315789476,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$springdale_manor,37.36678200692042,34.31554054054054,26.0,0.9183434777494411,0.31982848232848216,32.90731707317073,23.0,0.8806569713997908,0.4307529162248143,33.4006309148265,25.8,0.8938589067862633,0.29459809747389554,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$springdale_mlk,35.40151515151515,22.365055079559365,9.350000000000023,0.6317541772954925,1.391984500487627,28.672370407649723,18.0,0.8099193010506663,0.5929094670916514,26.978063540090773,18.0,0.7620595735698656,0.4987813077828208,Not Congested,Moderately Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
6th_ih35$congress_6th,13.326732673267326,13.293370944992947,8.0,0.9974966310878809,0.6616713681241183,,,,,,,,,Not Congested,Reliable Travel Time,,,,
7th_chicon$7th_plesant_valley,31.941176470588236,19.873549419767908,12.0,0.6221921549466932,0.6561291183139923,20.673647469458988,13.0,0.6472412651580162,0.5902805745737683,20.972103004291846,13.0,0.6565851769299473,0.613238692637834,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_chicon$7th_springdale,27.666666666666668,30.46164199192463,11.0,1.1010232045273962,1.769240181084057,27.932166301969364,7.0,1.0095963723603385,2.990309471709909,30.130841121495326,9.0,1.089066546560072,2.347871235721703,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time
7th_plesant_valley$7th_chicon,29.191256830601095,21.423801369863014,13.0,0.7339115781888678,0.6479847207586932,22.04854368932039,15.0,0.7553132712739856,0.4699029126213594,20.75197889182058,13.0,0.7108970679901098,0.596306068601583,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_plesant_valley$7th_springdale,36.97415329768271,34.11909448818898,23.349999999999994,0.9227823072375083,0.46120319007233346,33.09018264840183,20.0,0.8949544397133145,0.6545091324200915,33.27095199349064,20.0,0.8998435129973845,0.663547599674532,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_springdale$7th_chicon,40.51282051282051,38.403225806451616,19.75,0.9479277256022868,0.9444671294405882,36.59177215189873,18.75,0.9032146290658548,0.9515611814345991,37.98443579766537,27.8,0.9375905038664237,0.3663466114268119,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_springdale$7th_plesant_valley,33.46468401486989,30.253433208489387,17.0,0.9040406057635687,0.7796137181464345,27.71992110453649,17.0,0.8283335677760848,0.6305835943844994,28.854030501089326,17.0,0.8622233064644556,0.697295911828784,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_Blue_Bonnet$Lamar_and_Manchca_Barton_skyway,35.44599109131403,18.285255005114717,10.0,0.5158624273760393,0.8285255005114717,23.31141975308642,12.0,0.6576602610160571,0.9426183127572014,20.87772397094431,12.0,0.5890009935724538,0.7398103309120257,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
Lamar_Blue_Bonnet$kinney_lamar,31.25,19.788819875776397,12.0,0.6332422360248448,0.6490683229813664,,,,,,,,,Not Congested,Reliable Travel Time,,,,
Lamar_Blue_Bonnet$lamar_oltorf,36.254777070063696,22.051441932969603,12.0,0.6082354855017968,0.8376201610808003,26.87953667953668,16.0,0.7414067566210926,0.6799710424710426,25.84825870646766,15.0,0.7129614576450145,0.7232172470978441,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,35.57276995305164,31.523037228160707,20.0,0.8861563850598166,0.5761518614080353,33.923611111111114,22.0,0.9536398530640976,0.5419823232323233,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_BrodieOaks$lamar_24th,39.0,15.157142857142857,7.45,0.38864468864468865,1.0345158197507187,17.77777777777778,6.2,0.45584045584045585,1.867383512544803,,,,,Congested,Reliable Travel Time,Congested,Unreliable Travel Time,,
Lamar_BrodieOaks$lamar_lamar_square,30.285714285714285,22.970037453183522,14.0,0.7584446328881352,0.6407169609416801,25.9811320754717,13.0,0.8578675685297259,0.9985486211901305,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_BrodieOaks$lamar_oltorf,32.583333333333336,23.477564102564102,17.0,0.7205390517410977,0.38103318250377066,27.70756646216769,18.400000000000002,0.8503600960256068,0.5058460033786789,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,32.293739967897274,22.603831679781045,12.0,0.6999446859438138,0.8836526399817537,27.15025106218617,14.0,0.8407279890522383,0.9393036472990122,25.748137108792847,13.0,0.797310473620853,0.9806259314456035,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_and_Manchca_Barton_skyway$Lamar_BrodieOaks,38.00567107750473,26.75436519680379,18.0,0.7039571842382095,0.48635362204465493,30.730631704410012,19.0,0.8085801627273262,0.6174016686531585,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,34.76078799249531,20.58053777208707,14.0,0.5920618881404619,0.4700384122919335,25.556529764651593,17.0,0.7352114621270706,0.5033252802736231,24.483443708609272,17.0,0.7043408714985153,0.440202571094663,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
anderson_mill_bethany$anderson_mill_spicewood_parkway,43.329268292682926,28.85175017158545,12.0,0.6658720838924872,1.4043125142987876,27.981397459165155,9.0,0.645785136969193,2.1090441621294618,,,,,Not Congested,Moderately Reliable Travel Time,Not Congested,Unreliable Travel Time,,
anderson_mill_bethany$anderson_mill_us183,31.708333333333332,18.98293376676148,9.0,0.5986733382421492,1.109214862973498,19.090544871794872,8.0,0.6020671181643587,1.386318108974359,,,,,Congested,Reliable Travel Time,Not Congested,Moderately Reliable Travel Time,,
anderson_mill_spicewood_parkway$anderson_mill_bethany,40.61629881154499,20.311197916666668,13.0,0.5000750563439647,0.5623998397435896,22.73471109236609,12.0,0.5597435452662135,0.8945592576971743,,,,,Congested,Reliable Travel Time,Congested,Reliable Travel Time,,
anderson_mill_spicewood_parkway$rm620_anderson_mill,40.36821400472069,17.003058954393772,9.0,0.4211991878661122,0.8892287727104191,36.94994786235662,20.85000000000001,0.9153228294428797,0.772179753590245,39.09653725078699,27.6,0.9684980674699903,0.4165412047386588,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
anderson_mill_us183$anderson_mill_bethany,36.7454954954955,35.390815594355416,28.0,0.9631334430826727,0.2639576997984078,34.744923229321444,21.0,0.9455559861366056,0.6545201537772116,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
bartonsprings_Kinney$bartonsprings_robertelee,36.12324929971989,31.37635359116022,19.0,0.8685916743210452,0.6513870311136959,33.24835164835165,23.700000000000003,0.9204142011834321,0.4028840357954281,30.71936274509804,19.0,0.8504041950992556,0.6168085655314758,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
bartonsprings_robertelee$bartonsprings_Kinney,33.9604743083004,27.865179929042068,14.0,0.8205179844096419,0.9903699949315762,29.9082774049217,16.0,0.8806790250750919,0.8692673378076065,27.765799256505577,13.300000000000004,0.8175916214962652,1.0876540794365086,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
bartonsprings_robertelee$bartonsprings_robertelee_south,14.217391304347826,14.93562874251497,5.0,1.0505182295958542,1.9871257485029936,,,,,,,,,Not Congested,Unreliable Travel Time,,,,
bartonsprings_robertelee_south$bartonsprings_robertelee,21.333333333333332,12.89010989010989,5.0,0.6042239010989011,1.5780219780219782,,,,,,,,,Not Congested,Unreliable Travel Time,,,,
benwhite_montopolis$us290_wm_cannon,51.04210526315789,32.085642317380355,23.0,0.6286112642093491,0.3950279268426241,49.08888888888889,38.0,0.9617332325107124,0.29181286549707613,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
burleson_emma_browning$us183_burleson,47.23131672597865,46.98299565846599,34.0,0.9947424487664965,0.3818528134842937,49.707077785564124,37.0,1.0524177861470403,0.34343453474497637,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
burnet_45th$burnet_anderson,34.625,17.850490196078432,12.0,0.5155376229914349,0.4875408496732027,,,,,,,,,Congested,Reliable Travel Time,,,,
burnet_45th$burnet_koenig,30.9,14.479075577763897,9.0,0.46857849766226206,0.6087861753070996,23.233027522935778,9.0,0.7518779133636174,1.58144750254842,,,,,Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time,,
burnet_anderson$burnet_braker,25.5,23.508583690987123,13.0,0.9219052427838088,0.8083525916143939,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_anderson$burnet_koenig,35.34615384615385,29.20736434108527,19.0,0.826323691913185,0.5372297021623829,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_anderson$burnet_us183,32.875,27.27827380952381,18.0,0.8297573782364657,0.515459656084656,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_braker$burnet_anderson,27.571428571428573,19.656565656565657,7.0,0.712932433139687,1.8080808080808082,,,,,,,,,Not Congested,Unreliable Travel Time,,,,
burnet_braker$burnet_us183,29.679775280898877,18.92367458866545,11.0,0.6375949416586125,0.7203340535150405,27.6624895572264,15.0,0.9320316375518265,0.8441659704817601,25.667697063369395,14.0,0.8648211389891638,0.8334069330978138,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
burnet_koenig$burnet_45th,32.095238095238095,22.399482870071104,15.0,0.6979067363078534,0.4932988580047403,25.61830985915493,15.0,0.7981965979855394,0.707887323943662,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
burnet_koenig$burnet_anderson,35.76635514018692,23.984166666666667,17.0,0.6705790000871004,0.4108333333333332,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_koenig$lamar_koenig,25.61954261954262,13.051558073654391,7.0,0.5094375909622464,0.8645082962363414,21.629315960912052,12.0,0.8442506676295298,0.802442996742671,15.493087557603687,10.0,0.6047370863594395,0.5493087557603687,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
burnet_us183$burnet_anderson,32.142857142857146,23.973025048169557,11.0,0.7458274459430528,1.1793659134699594,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_us183$burnet_braker,31.48136315228967,24.525991189427312,12.0,0.7790638248662848,1.0438325991189428,33.40064102564103,21.0,1.0609655263041482,0.5905067155067156,31.379381443298968,20.0,0.9967605688325066,0.5689690721649483,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_courtyard$cap_tx_hwy_lakewood,53.88235294117647,50.61538461538461,42.6,0.9393684917702384,0.1881545684362585,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cap_tx_hwy_courtyard$cap_tx_hwy_westlake,51.28,53.310344827586206,43.8,1.0395933078702457,0.21713116044717368,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cap_tx_hwy_courtyard$fm2222_loop360,38.714285714285715,33.3,18.0,0.8601476014760147,0.8499999999999999,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cap_tx_hwy_lakewood$cap_tx_hwy_courtyard,54.333333333333336,59.8,54.45,1.1006134969325152,0.09825528007346193,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cap_tx_hwy_lakewood$cap_tx_hwy_spicewood_springs_north,59.43116883116883,20.440675729180413,13.0,0.34393864585177475,0.5723596714754162,46.79032957502168,27.0,0.7873028664124534,0.7329751694452477,30.71869754951326,13.0,0.516878569842341,1.362976734577943,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Moderately Reliable Travel Time
cap_tx_hwy_lakewood$fm2222_loop360,52.0,33.51590106007067,8.0,0.6445365588475128,3.1894876325088335,40.433526011560694,18.6,0.7775678079146288,1.1738454844925104,42.92134831460674,15.85,0.8254105445116681,1.707971502498848,Not Congested,Unreliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time
cap_tx_hwy_spicewood_springs_north$cap_tx_hwy_lakewood,55.24074074074074,32.36447415973979,22.0,0.5858805245142302,0.4711124618063541,48.5779427359491,30.0,0.8793861574727628,0.6192647578649699,45.583333333333336,29.0,0.8251759973181362,0.5718390804597702,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_spicewood_springs_north$cap_tx_hwy_westlake,53.554913294797686,25.196166854565952,15.0,0.4704734879481824,0.6797444569710636,46.29248120300752,33.0,0.8643927952639289,0.4028024606971976,43.624260355029584,33.0,0.8145706466724358,0.32194728348574503,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_westlake$cap_tx_hwy_courtyard,56.55555555555556,55.0,36.0,0.9724950884086444,0.527777777777778,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cap_tx_hwy_westlake$cap_tx_hwy_spicewood_springs_north,57.598214285714285,15.974911660777385,12.0,0.2773508147584975,0.33124263839811546,44.60488245931284,31.0,0.7744143288549121,0.43886717610686576,32.93428184281843,18.0,0.571793453169379,0.829682324601024,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
cesar_chavez_br_reynolds$cesar_chavez_lavaca,26.967032967032967,15.753937007874017,6.0,0.5841924481322476,1.625656167979003,19.0,16.2,0.7045639771801141,0.1728395061728395,13.4,8.0,0.4969030154849226,0.6750000000000002,Congested,Unreliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
cesar_chavez_br_reynolds$cesar_chavez_trail_underpass,32.627450980392155,35.166666666666664,22.200000000000003,1.0778245192307692,0.5840840840840837,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cesar_chavez_br_reynolds$lamar_riverside,24.525641025641026,12.871602624179944,4.0,0.524822271137499,2.217900656044986,,,,,18.0,16.2,0.7339257710402509,0.11111111111111106,Congested,Unreliable Travel Time,,,Not Congested,Reliable Travel Time
cesar_chavez_lavaca$cesar_chavez_br_reynolds,22.504885993485342,9.471428571428572,5.0,0.4208609887724087,0.8942857142857144,19.38888888888889,11.85,0.8615413068300607,0.636193155180497,16.36,12.0,0.7269532493848603,0.36333333333333323,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cesar_chavez_lavaca$cesar_chavez_trail_underpass,21.316666666666666,17.13888888888889,9.75,0.8040135522543654,0.7578347578347578,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cesar_chavez_lavaca$congress_cesar_chavez,22.362139917695472,14.060240963855422,4.0,0.6287520342688384,2.5150602409638556,16.585353003161224,6.0,0.7416711041163374,1.7642255005268708,11.760220125786164,4.0,0.5258986916757523,1.9400550314465412,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time,Congested,Unreliable Travel Time
cesar_chavez_lavaca$south_1st_barton_spring,23.071428571428573,15.838427947598253,6.0,0.6864953289980666,1.6397379912663756,27.888235294117646,10.0,1.2087780003642323,1.7888235294117647,28.614864864864863,12.05,1.2402727805204583,1.3746775821464619,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Moderately Reliable Travel Time
cesar_chavez_lavaca$south_1st_oltorf,22.4,14.164473684210526,10.0,0.63234257518797,0.41644736842105246,21.177777777777777,7.0,0.945436507936508,2.0253968253968253,20.294117647058822,6.5,0.9059873949579832,2.1221719457013566,Not Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time
cesar_chavez_lavaca$south_1st_st_elmo,22.0,12.682539682539682,9.0,0.5764790764790765,0.4091710758377425,18.0,13.5,0.8181818181818182,0.3333333333333333,19.0,17.0,0.8636363636363636,0.11764705882352937,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cesar_chavez_trail_underpass$cesar_chavez_br_reynolds,34.689655172413794,32.12820512820513,21.85,0.9261609828210227,0.47039840403684824,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cesar_chavez_trail_underpass$cesar_chavez_lavaca,28.11111111111111,22.41304347826087,16.25,0.7973019419144184,0.3792642140468228,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_11th$congress_6th,8.714285714285714,8.425824175824175,5.0,0.9668978562421185,0.685164835164835,9.5,5.0,1.0901639344262295,0.9,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_5th$congress_cesar_chavez,11.0,9.714285714285714,6.6,0.8831168831168831,0.4718614718614719,8.0,8.0,0.7272727272727273,0.0,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_6th$congress_11th,15.054794520547945,15.339130434782609,8.0,1.0188867349764608,0.917391304347826,12.2,9.100000000000001,0.8103730664240217,0.3406593406593404,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_6th$congress_cesar_chavez,14.31640625,7.938151041666667,4.0,0.5544793087767167,0.9845377604166667,14.865168539325843,5.0,1.0383310084767847,1.9730337078651687,,,,,Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time,,
congress_6th$congress_elizabeth,18.26923076923077,8.52839116719243,6.0,0.46681720073053296,0.421398527865405,11.147058823529411,6.65,0.6101547987616098,0.6762494471472799,,,,,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_6th$lamar_6th,23.390781563126254,11.471153846153847,5.0,0.49041344835767386,1.2942307692307695,18.10169491525424,7.9,0.7738815766545464,1.2913537867410427,,,,,Congested,Moderately Reliable Travel Time,Not Congested,Moderately Reliable Travel Time,,
congress_cesar_chavez$cesar_chavez_lavaca,20.09138655462185,12.286864931846344,4.0,0.6115488793390348,2.071716232961586,15.164490861618798,7.0,0.7547757254279864,1.166355837374114,14.437224669603523,5.0,0.7185778159388589,1.8874449339207044,Not Congested,Unreliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time
congress_cesar_chavez$congress_6th,13.657407407407407,9.14262023217247,5.0,0.6694257525929673,0.8285240464344942,11.542857142857143,6.0,0.8451719128329298,0.9238095238095237,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_cesar_chavez$riverside_congress,14.0,8.88888888888889,5.300000000000001,0.634920634920635,0.6771488469601676,6.0,6.0,0.42857142857142855,0.0,,,,,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time,,
congress_elizabeth$congress_6th,18.142857142857142,10.044303797468354,5.8500000000000005,0.5536230439549487,0.7169750081142484,14.473684210526315,7.9,0.7977621218400331,0.8321119253830779,,,,,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_slaughter$congress_wm_cannon,35.75925925925926,37.96137339055794,25.0,1.0615816484153955,0.5184549356223175,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_stassney$congress_wm_cannon,32.90659340659341,19.201694915254237,12.0,0.5835212012984256,0.6001412429378532,,,,,,,,,Congested,Reliable Travel Time,,,,
congress_wm_cannon$congress_slaughter,38.01219512195122,29.466346153846153,13.75,0.7751813874287405,1.1430069930069926,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_wm_cannon$congress_stassney,33.20879120879121,26.017543859649123,17.0,0.7834535047081634,0.5304437564499483,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_wm_cannon$south_1st_wm_cannon,31.845454545454544,32.4,17.700000000000003,1.01741364544676,0.8305084745762709,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_wm_cannon$wm_cannon_bluff_springs,15.75,17.22222222222222,10.0,1.09347442680776,0.7222222222222222,,,,,,,,,Not Congested,Reliable Travel Time,,,,
fm2222_bell_mountain$fm2222_loop360,40.28712871287129,32.00029753049687,23.0,0.794305738653277,0.3913172839346467,33.71040462427746,25.0,0.8367537151762161,0.3484161849710983,30.15860597439545,21.0,0.7485915958254953,0.4361240940188309,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
fm2222_loop360$cap_tx_hwy_courtyard,41.0,40.833333333333336,29.0,0.9959349593495935,0.4080459770114945,,,,,,,,,Not Congested,Reliable Travel Time,,,,
fm2222_loop360$cap_tx_hwy_lakewood,41.2734375,14.193609737542792,7.0,0.34389211554144944,1.0276585339346846,32.78235294117647,20.0,0.7942724165191346,0.6391176470588235,29.511669658886895,15.0,0.7150281499787096,0.9674446439257929,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
fm2222_loop360$fm2222_bell_mountain,39.614250614250615,36.97250261051166,22.0,0.9333131900067138,0.6805683004778026,39.29340761374188,28.800000000000004,0.9919008186313306,0.364354431032704,38.23896353166987,28.0,0.9652830216082389,0.36567726898820946,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
