"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1955-048","1955-048-01","1955-048-01-01","1955-048-01-01-01",3/26/1956,6,"350 U.S. 495","76 S. Ct. 490","100 L. Ed. 2d 639","1956 U.S. LEXIS 1204",1955,1403,"Warren","469","PETROWSKI et al. v. HAWKEYE-SECURITY INSURANCE CO.",3/7/1956,,174,,200,,1,,,0,133,,27,,1,12,4,1,1,4,0,1,0,0,90320,9,2,0,3,,,,,,90,1,9,0
"1955-049","1955-049-01","1955-049-01-01","1955-049-01-01-01",4/2/1956,1,"350 U.S. 497","76 S. Ct. 477","100 L. Ed. 2d 640","1956 U.S. LEXIS 1730",1955,1403,"Warren","10","PENNSYLVANIA v. NELSON",11/15/1955,,28,45,100,,1,,,0,302,45,300,45,0,10,3,2,1,2,0,0,0,0,30060,3,2,0,4,,3,369,,90,90,1,6,3
"1955-050","1955-050-01","1955-050-01-01","1955-050-01-01-01",4/2/1956,2,"350 U.S. 521","76 S. Ct. 539","100 L. Ed. 2d 666","1956 U.S. LEXIS 1166",1955,1403,"Warren","736","in re APPLICATION OF BURWELL",,,126,,28,6,4,,,0,29,,29,,0,1,,,1,9,0,2,0,0,90330,9,1,0,4,3,6,600,"28 U.S.C. § 2253",,90,1,9,0
"1955-051","1955-051-01","1955-051-01-01","1955-051-01-01-01",4/9/1956,1,"350 U.S. 523","76 S. Ct. 608","100 L. Ed. 2d 668","1956 U.S. LEXIS 1643",1955,1403,"Warren","282","SCHULZ, ADMINISTRATRIX, v. PENNSYLVANIA RAILROAD CO.",3/27/1956,,145,,116,,1,,,0,96,,22,,0,11,2,1,1,3,0,1,0,0,80040,8,2,0,4,,3,348,,78,90,1,5,3
"1955-052","1955-052-01","1955-052-01-01","1955-052-01-01-01",4/9/1956,1,"350 U.S. 528","76 S. Ct. 582","100 L. Ed. 2d 672","1956 U.S. LEXIS 1135",1955,1403,"Warren","523","COLLINS et al. v. AMERICAN BUSLINES, INC. et al.",3/29/1956,,145,,121,,1,117,4,0,300,4,300,4,0,10,2,1,1,4,0,1,0,0,80070,8,2,0,2,,1,111,,80,90,1,9,0
"1955-053","1955-053-01","1955-053-01-01","1955-053-01-01-01",4/9/1956,1,"350 U.S. 532","76 S. Ct. 617","100 L. Ed. 2d 676","1956 U.S. LEXIS 1644",1955,1403,"Warren","351","ARCHAWSKI et al. v. HANIOTI",3/5/1956,,174,,116,,1,,,0,96,,22,,0,4,3,1,1,4,0,1,0,0,80050,8,2,0,3,7,,,,81,90,1,9,0
"1955-054","1955-054-01","1955-054-01-01","1955-054-01-01-01",4/9/1956,1,"350 U.S. 537","76 S. Ct. 621","100 L. Ed. 2d 681","1956 U.S. LEXIS 1136",1955,1403,"Warren","82","INTERNATIONAL HARVESTER CREDIT CORP. et al. v. GOODRICH et al., CONSTITUTING THE STATE TAX COMMISSION OF NEW YORK",1/17/1956,,233,,4,37,2,,,0,300,37,300,37,1,1,2,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,86,90,1,6,2
"1955-055","1955-055-01","1955-055-01-01","1955-055-01-01-01",4/9/1956,1,"350 U.S. 551","76 S. Ct. 637","100 L. Ed. 2d 692","1956 U.S. LEXIS 1137",1955,1403,"Warren","23","SLOCHOWER v. BOARD OF HIGHER EDUCATION OF NEW YORK CITY",10/18/1955,,8,37,21,37,2,,,0,302,37,300,37,1,1,2,1,4,4,0,1,0,0,30110,3,2,0,2,,2,210,,88,90,1,5,4
"1955-056","1955-056-01","1955-056-01-01","1955-056-01-01-01",4/9/1956,1,"350 U.S. 568","76 S. Ct. 629","100 L. Ed. 2d 705","1956 U.S. LEXIS 1138",1955,1403,"Warren","38","ARMSTRONG v. ARMSTRONG et al.",11/15/1955,,168,,253,,1,,,0,301,41,300,41,0,11,2,3,1,2,0,0,0,0,110030,11,3,0,2,,1,143,,89,90,1,9,0
"1955-057","1955-057-01","1955-057-01-01","1955-057-01-01-01",10/17/1955,6,"350 U.S. 857","76 S. Ct. 100","100 L. Ed. 2d 761","1955 U.S. LEXIS 273",1955,1403,"Warren","24","WILLIAMS v. UNITED STATES.",10/13/1955,,8,60,27,,1,,,0,50,,29,,0,12,2,1,1,5,0,1,0,0,80060,8,1,0,7,,,,"NA",,90,1,9,0
"1955-058","1955-058-01","1955-058-01-01","1955-058-01-01-01",10/24/1955,6,"350 U.S. 868","76 S. Ct. 113","100 L. Ed. 2d 769","1955 U.S. LEXIS 239",1955,1403,"Warren","16","WALTON v. CALIFORNIA.",10/17/1955,,100,,28,6,1,,,0,302,6,301,6,0,12,2,1,1,9,0,0,0,0,90160,9,1,0,3,,,,,,78,1,6,2
"1955-059","1955-059-01","1955-059-01-01","1955-059-01-01-01",10/24/1955,6,"350 U.S. 869","76 S. Ct. 114","100 L. Ed. 2d 769","1955 U.S. LEXIS 1536",1955,1403,"Warren","25","LIQUID CARBONIC CORP. v. UNITED STATES",10/19/1955,,128,,27,,2,,,0,94,,94,,0,1,,1,1,4,0,1,0,0,80010,8,2,0,7,,,,,,90,1,6,2
"1955-060","1955-060-01","1955-060-01-01","1955-060-01-01-01",10/24/1955,6,"350 U.S. 869","76 S. Ct. 114","100 L. Ed. 2d 769","1955 U.S. LEXIS 240",1955,1403,"Warren","29","NUKK et al. v. SHAUGHNESSY, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE.",10/19/1955,,106,,368,,2,,,1,96,,96,,0,1,9,2,1,4,0,1,0,0,90250,9,1,0,1,,1,139,,,90,1,9,0
"1955-061","1955-061-01","1955-061-01-01","1955-061-01-01-01",11/14/1955,6,"350 U.S. 891","76 S. Ct. 148","100 L. Ed. 2d 784","1955 U.S. LEXIS 1421",1955,1403,"Warren","44","MITCHELL, SECRETARY OF LABOR, v. MYRTLE GROVE PACKING CO.",11/10/1955,,371,,151,,1,,,0,75,,25,,0,12,2,1,1,3,0,1,0,0,70040,7,2,0,4,,3,334,,,90,1,9,0
"1955-062","1955-062-01","1955-062-01-01","1955-062-01-01-01",12/12/1955,6,"350 U.S. 920","76 S. Ct. 210","100 L. Ed. 2d 806","1955 U.S. LEXIS 3",1955,1403,"Warren","111","GONZALES v. LANDON, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE, et al.",12/7/1955,,106,,368,,1,,,0,,,29,,0,12,2,1,1,3,0,1,0,0,20280,2,2,0,4,,3,344,,,90,1,9,0
"1955-063","1955-063-01","1955-063-01-01","1955-063-01-01-01",1/30/1956,6,"350 U.S. 955","76 S. Ct. 345","100 L. Ed. 2d 831","1956 U.S. LEXIS 1448",1955,1403,"Warren","13 ORIG","WISCONSIN v. TENNESSEE.",1/23/1956,,28,58,28,50,9,,,0,,,,,0,1,,,1,9,0,0,0,0,110020,11,3,0,3,,,,,,90,1,8,0
"1955-064","1955-064-01","1955-064-01-01","1955-064-01-01-01",4/2/1956,6,"350 U.S. 1003","76 S. Ct. 648","100 L. Ed. 2d 866","1956 U.S. LEXIS 1167",1955,1403,"Warren","66","RIVERBANK LABORATORIES v. HARDWOOD PRODUCTS CORP.",1/16/1956,,128,,184,,1,,,0,66,,27,,0,12,3,1,1,4,0,1,0,0,90140,9,2,0,3,,,,,,90,1,8,0
"1955-065","1955-065-01","1955-065-01-01","1955-065-01-01-01",4/23/1956,1,"351 U.S. 1","76 S. Ct. 611","100 L. Ed. 2d 883","1956 U.S. LEXIS 1795",1955,1403,"Warren","134","SQUIRE, COLLECTOR OF INTERNAL REVENUE, v. CAPOEMAN ET UX.",1/19/1956,,369,,170,,1,69,,0,129,,29,,0,2,2,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,"25 U.S.C. § 331",90,90,1,7,1
"1955-066","1955-066-01","1955-066-01-01","1955-066-01-01-01",4/23/1956,7,"351 U.S. 12","76 S. Ct. 585","100 L. Ed. 2d 891","1956 U.S. LEXIS 1059",1955,1403,"Warren","95","GRIFFIN et al. v. ILLINOIS",12/7/1955,,213,,28,17,1,,,0,302,17,300,17,0,12,2,1,3,5,0,1,0,0,20370,2,2,0,2,,2,231,,78,90,1,5,4
"1955-067","1955-067-01","1955-067-01-01","1955-067-01-01-01",4/23/1956,1,"351 U.S. 40","76 S. Ct. 569","100 L. Ed. 2d 910","1956 U.S. LEXIS 1663",1955,1403,"Warren","158","FROZEN FOOD EXPRESS v. UNITED STATES et al.",3/7/1956,,245,,27,,2,66,,1,121,,121,,0,1,9,1,1,3,0,1,0,0,90120,9,2,0,5,4,3,343,,81,90,1,8,1
"1955-068","1955-068-01","1955-068-01-01","1955-068-01-01-01",4/23/1956,1,"351 U.S. 49","76 S. Ct. 574","100 L. Ed. 2d 917","1956 U.S. LEXIS 1670",1955,1403,"Warren","162","EAST TEXAS MOTOR FREIGHT LINES, INC., et al. v. FROZEN FOOD EXPRESS et al.",3/7/1956,,245,,245,,2,66,,1,121,,121,,0,1,9,2,1,2,0,0,0,0,80240,8,2,0,4,5,3,343,,81,90,1,5,4
"1955-069","1955-069-01","1955-069-01-01","1955-069-01-01-01",4/23/1956,1,"351 U.S. 56","76 S. Ct. 578","100 L. Ed. 2d 934","1956 U.S. LEXIS 1664",1955,1403,"Warren","233","DIXIE CARRIERS, INC., et al. v. UNITED STATES et al.",3/27/1956,,116,,27,,2,66,,1,121,,121,,1,1,9,1,1,3,0,1,0,0,80220,8,2,0,4,5,3,343,,81,90,1,9,0
"1955-070","1955-070-01","1955-070-01-01","1955-070-01-01-01",4/23/1956,1,"351 U.S. 62","76 S. Ct. 559","100 L. Ed. 2d 941","1956 U.S. LEXIS 1724",1955,1403,"Warren","227","UNITED MINE WORKERS OF AMERICA et al. v. ARKANSAS OAK FLOORING CO.",1/23/1956,,249,,151,,1,,,0,302,22,300,22,1,10,2,1,1,4,0,1,0,0,100020,10,2,0,4,,3,356,,86,90,1,7,1
"1955-071","1955-071-01","1955-071-01-01","1955-071-01-01-01",4/23/1956,1,"351 U.S. 79","76 S. Ct. 600","100 L. Ed. 2d 953","1956 U.S. LEXIS 1852",1955,1403,"Warren","410","AMERICAN AIRLINES, INC. v. NORTH AMERICAN AIRLINES, INC., et al.",3/6/1956,,104,,104,,1,12,,0,32,,32,,0,12,8,2,1,4,0,1,0,0,80260,8,1,0,5,,6,600,"49 U.S.C. § 491",89,90,1,7,2
"1955-072","1955-072-01","1955-072-01-01","1955-072-01-01-01",4/30/1956,1,"351 U.S. 91","76 S. Ct. 671","100 L. Ed. 2d 964","1956 U.S. LEXIS 1038",1955,1403,"Warren","213","UNITED STATES v. ZUCCA, ALIAS SARNI",1/24/1956,,27,,106,,1,,,0,96,,22,,0,3,2,2,1,2,0,0,0,0,20280,2,2,0,4,,3,344,,90,90,1,5,3
"1955-073","1955-073-01","1955-073-01-01","1955-073-01-01-01",4/30/1956,1,"351 U.S. 105","76 S. Ct. 679","100 L. Ed. 2d 975","1956 U.S. LEXIS 1721",1955,1403,"Warren","250","NATIONAL LABOR RELATIONS BOARD v. BABCOCK & WILCOX CO.",1/25/1956,,382,,151,,1,82,,0,25,,25,,0,2,3,1,1,2,0,0,0,0,70090,7,1,0,4,5,3,356,,79,90,1,8,0
"1955-074","1955-074-01","1955-074-01-01","1955-074-01-01-01",4/30/1956,1,"351 U.S. 115","76 S. Ct. 663","100 L. Ed. 2d 1003","1956 U.S. LEXIS 1722",1955,1403,"Warren","48","COMMUNIST PARTY OF THE UNITED STATES v. SUBVERSIVE ACTIVITIES CONTROL BOARD",11/17/1955,,211,,403,,1,103,,0,32,,32,,1,10,2,1,1,4,0,1,0,0,30060,3,2,0,4,,3,369,,80,90,1,6,3
"1955-075","1955-075-01","1955-075-01-01","1955-075-01-01-01",4/30/1956,1,"351 U.S. 131","76 S. Ct. 685","100 L. Ed. 2d 1013","1956 U.S. LEXIS 1794",1955,1403,"Warren","60","BERRA v. UNITED STATES",3/26/1956,,100,,27,,1,,,0,86,,28,,0,11,2,1,1,2,0,0,0,0,10490,1,1,0,4,,3,345,,91,90,1,7,2
"1955-076","1955-076-01","1955-076-01-01","1955-076-01-01-01",5/7/1956,1,"351 U.S. 141","76 S. Ct. 724","100 L. Ed. 2d 1021","1956 U.S. LEXIS 1005",1955,1403,"Warren","380","COVEY, COMMITTEE, v. TOWN OF SOMERS",3/29/1956,,229,,3,37,2,,,0,302,37,300,37,1,1,2,1,3,4,0,1,0,1,40020,4,2,0,2,,2,230,,90,90,1,8,1
"1955-077","1955-077-01","1955-077-01-01","1955-077-01-01-01",5/7/1956,1,"351 U.S. 149","76 S. Ct. 753","100 L. Ed. 2d 1027","1956 U.S. LEXIS 1717",1955,1403,"Warren","486","NATIONAL LABOR RELATIONS BOARD v. TRUITT MANUFACTURING CO.",3/29/1956,,382,,151,,1,82,,0,24,,24,,0,3,3,1,1,3,0,1,0,1,70070,7,2,0,5,,3,356,,78,90,1,6,3
"1955-078","1955-078-01","1955-078-01-01","1955-078-01-01-01",5/7/1956,1,"351 U.S. 159","76 S. Ct. 728","100 L. Ed. 2d 1055","1956 U.S. LEXIS 1637",1955,1403,"Warren","383","GENERAL BOX CO. v. UNITED STATES",3/28/1956,,195,,27,,1,,,0,77,,25,,1,11,3,1,1,2,0,0,0,0,80060,8,2,0,2,,2,211,"NA",79,90,1,7,2
"1955-079","1955-079-01","1955-079-01-01","1955-079-01-01-01",5/7/1956,1,"351 U.S. 173","76 S. Ct. 745","100 L. Ed. 2d 1065","1956 U.S. LEXIS 1627",1955,1403,"Warren","231","HATAHLEY et al. v. UNITED STATES",3/26/1956,,195,,27,,1,,,0,123,,30,,0,12,3,1,1,4,0,1,0,0,80060,8,1,0,4,,3,374,"NA",88,90,1,9,0
"1955-080","1955-080-01","1955-080-01-01","1955-080-01-01-01",5/14/1956,2,"351 U.S. 183","76 S. Ct. 758","100 L. Ed. 2d 1075","1956 U.S. LEXIS 976",1955,1403,"Warren","436","CAHILL v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",,,145,,231,,1,,,0,53,,22,,0,,3,1,1,1,0,0,0,0,10280,1,1,0,3,4,4,403,,,79,1,5,4
"1955-081","1955-081-01","1955-081-01-01","1955-081-01-01-01",5/21/1956,1,"351 U.S. 192","76 S. Ct. 763","100 L. Ed. 2d 1081","1956 U.S. LEXIS 1851",1955,1403,"Warren","94","UNITED STATES et al. v. STORER BROADCASTING CO.",2/28/1956,,27,,177,,1,38,,0,32,,32,,0,12,8,1,1,4,0,1,0,1,80320,8,2,0,5,4,3,326,,79,90,1,7,2
"1955-082","1955-082-01","1955-082-01-01","1955-082-01-01-01",5/21/1956,1,"351 U.S. 215","76 S. Ct. 739","100 L. Ed. 2d 1097","1956 U.S. LEXIS 924",1955,1403,"Warren","643","JOHNSTON et al. v. UNITED STATES",5/2/1956,,142,,27,,1,,,0,109,,23,,0,11,4,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,79,1,6,3
"1955-083","1955-083-01","1955-083-01-01","1955-083-01-01-01",5/21/1956,1,"351 U.S. 225","76 S. Ct. 714","100 L. Ed. 2d 1112","1956 U.S. LEXIS 1715",1955,1403,"Warren","451","RAILWAY EMPLOYES' DEPARTMENT, AMERICAN FEDERATION OF LABOR, et al. v. HANSON et al.",5/2/1956,,249,,145,,2,,,0,302,32,300,32,0,1,2,1,1,3,0,1,0,0,70030,7,2,0,1,4,3,363,,81,90,1,9,0
"1955-084","1955-084-01","1955-084-01-01","1955-084-01-01-01",5/28/1956,1,"351 U.S. 243","76 S. Ct. 800","100 L. Ed. 2d 1142","1956 U.S. LEXIS 1793",1955,1403,"Warren","373","COMMISSIONER OF INTERNAL REVENUE v. LOBUE",3/6/1956,,369,,240,,1,69,,0,9,,23,,0,11,2,1,1,4,0,1,0,1,120020,12,2,0,4,,3,345,,78,90,1,7,2
"1955-085","1955-085-01","1955-085-01-01","1955-085-01-01-01",5/28/1956,1,"351 U.S. 253","76 S. Ct. 814","100 L. Ed. 2d 1151","1956 U.S. LEXIS 1648",1955,1403,"Warren","404","OFFUTT HOUSING CO. v. COUNTY OF SARPY et al.",4/26/1956,,25,32,5,32,1,,,0,302,32,300,32,0,10,3,2,1,2,0,0,0,0,80100,8,2,0,4,,6,600,"63 Stat. 570",80,90,1,5,4
"1955-086","1955-086-01","1955-086-01-01","1955-086-01-01-01",6/4/1956,1,"351 U.S. 266","76 S. Ct. 794","100 L. Ed. 2d 1162","1956 U.S. LEXIS 1708",1955,1403,"Warren","530","UNITED AUTOMOBILE, AIRCRAFT & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA v. WISCONSIN EMPLOYMENT RELATIONS BOARD et al.",4/24/1956,,249,,4,58,2,117,58,0,302,58,300,58,0,1,2,1,1,2,0,0,0,0,100020,10,1,0,4,,3,356,,79,79,1,6,3
"1955-087","1955-087-01","1955-087-01-01","1955-087-01-01-01",6/4/1956,1,"351 U.S. 277","76 S. Ct. 806","100 L. Ed. 2d 1178","1956 U.S. LEXIS 749",1955,1403,"Warren","489","DURLEY v. MAYO, CUSTODIAN, FLORIDA STATE PRISON",4/2/1956,,126,,28,12,1,,,0,300,12,300,12,0,12,9,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,86,79,1,5,4
"1955-088","1955-088-01","1955-088-01-01","1955-088-01-01-01",6/4/1956,1,"351 U.S. 292","76 S. Ct. 824","100 L. Ed. 2d 1188","1956 U.S. LEXIS 1630",1955,1403,"Warren","92","BLACK et al. v. CUTTER LABORATORIES",4/26/1956,,145,,151,,1,,,0,302,6,300,6,0,12,3,1,1,9,0,0,0,0,90180,9,1,0,3,,,,,88,79,1,6,3
"1955-089","1955-089-01","1955-089-01-01","1955-089-01-01-01",6/11/1956,1,"351 U.S. 305","76 S. Ct. 937","100 L. Ed. 2d 1209","1956 U.S. LEXIS 1846",1955,1403,"Warren","448","UNITED STATES v. MCKESSON & ROBBINS, INC.",4/30/1956,,27,,252,,2,,,0,96,,96,,0,1,9,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,90,90,1,6,3
"1955-090","1955-090-01","1955-090-01-01","1955-090-01-01-01",6/11/1956,1,"351 U.S. 321","76 S. Ct. 982","100 L. Ed. 2d 1220","1956 U.S. LEXIS 1661",1955,1403,"Warren","117","DENVER & RIO GRANDE WESTERN RAILROAD CO. v. UNION PACIFIC RAILROAD CO. et al.",4/23/1956,,231,,231,,2,66,,1,89,,89,,0,1,6,1,1,6,0,1,0,0,80220,8,2,0,5,,,,,78,90,1,7,2
"1955-091","1955-091-01","1955-091-01-01","1955-091-01-01-01",6/11/1956,1,"351 U.S. 345","76 S. Ct. 919","100 L. Ed. 2d 1242","1956 U.S. LEXIS 677",1955,1403,"Warren","503","JAY v. BOYD, DISTRICT DIRECTOR, IMMIGRATION & NATURALIZATION SERVICE",5/3/1956,,106,,368,,1,68,,0,129,,29,,0,11,2,1,1,2,0,0,0,0,20110,2,1,0,5,4,3,344,,79,79,1,5,4
"1955-092","1955-092-01","1955-092-01-01","1955-092-01-01-01",6/11/1956,1,"351 U.S. 377","76 S. Ct. 994","100 L. Ed. 2d 1264","1956 U.S. LEXIS 1628",1955,1403,"Warren","5","UNITED STATES v. E. I. DU PONT DE NEMOURS & CO.",10/11/1955,,27,,184,,2,,,0,54,,54,,0,1,,1,1,2,0,0,0,0,80010,8,1,0,4,,3,367,,79,79,1,4,3
"1955-093","1955-093-01","1955-093-01-01","1955-093-01-01-01",6/11/1956,1,"351 U.S. 427","76 S. Ct. 895","100 L. Ed. 2d 1297","1956 U.S. LEXIS 1847",1955,1403,"Warren","34","SEARS, ROEBUCK & CO. v. MACKEY et al.",2/28/1956,,238,,184,,1,,,0,66,,27,,0,3,9,2,1,2,0,0,0,0,90110,9,2,0,4,,4,400,,86,90,1,9,0
"1955-094","1955-094-01","1955-094-01-01","1955-094-01-01-01",6/11/1956,1,"351 U.S. 445","76 S. Ct. 904","100 L. Ed. 2d 1311","1956 U.S. LEXIS 1802",1955,1403,"Warren","76","COLD METAL PROCESS CO. et al. v. UNITED ENGINEERING & FOUNDRY CO.",2/28/1956,,172,,177,,1,,,0,111,,23,,0,11,9,2,1,2,0,0,0,0,90110,9,2,0,4,,4,400,,86,90,1,7,2
"1955-095","1955-095-01","1955-095-01-01","1955-095-01-01-01",6/11/1956,1,"351 U.S. 454","76 S. Ct. 965","100 L. Ed. 2d 1331","1956 U.S. LEXIS 678",1955,1403,"Warren","323","UNITED STATES ex rel. DARCY v. HANDY, WARDEN, et al.",5/1/1956,,126,,28,45,1,,,0,110,,23,,0,12,2,1,1,2,0,0,0,0,10200,1,1,0,2,,2,230,,86,90,1,6,3
"1955-096","1955-096-01","1955-096-01-01","1955-096-01-01-01",6/11/1956,1,"351 U.S. 470","76 S. Ct. 886","100 L. Ed. 2d 1342","1956 U.S. LEXIS 679",1955,1403,"Warren","713","KINSELLA, WARDEN, v. KRUEGER",5/3/1956,,27,,186,,1,,,0,131,,131,,0,10,12,1,1,2,0,1,0,1,20240,2,1,0,1,,3,377,,88,79,1,5,3
"1955-097","1955-097-01","1955-097-01-01","1955-097-01-01-01",6/11/1956,1,"351 U.S. 487","76 S. Ct. 880","100 L. Ed. 2d 1352","1956 U.S. LEXIS 680",1955,1403,"Warren","701","REID, SUPERINTENDENT, DISTRICT OF COLUMBIA JAIL, v. COVERT",5/3/1956,,28,10,186,,2,,,0,55,,55,,0,1,,2,1,3,0,1,0,1,20240,2,1,0,1,,3,377,,88,79,1,5,3
"1955-098","1955-098-01","1955-098-01-01","1955-098-01-01-01",6/11/1956,1,"351 U.S. 493","76 S. Ct. 952","100 L. Ed. 2d 1357","1956 U.S. LEXIS 1629",1955,1403,"Warren","257","SOUTHERN PACIFIC CO. v. GILEO et al.",5/1/1956,,231,,145,,1,,,0,302,6,300,6,0,10,2,2,1,2,1,0,0,0,80050,8,2,0,4,,3,329,,89,90,1,7,2
"1955-099","1955-099-01","1955-099-01-01","1955-099-01-01-01",6/11/1956,1,"351 U.S. 502","76 S. Ct. 958","100 L. Ed. 2d 1366","1956 U.S. LEXIS 1641",1955,1403,"Warren","621","REED v. PENNSYLVANIA RAILROAD CO.",5/1/1956,,145,,231,,1,,,0,109,,23,,0,10,2,1,1,3,0,1,0,0,80050,8,2,0,4,,3,329,,89,90,1,5,4
"1955-100","1955-100-01","1955-100-01-01","1955-100-01-01-01",6/11/1956,1,"351 U.S. 513","76 S. Ct. 912","100 L. Ed. 2d 1377","1956 U.S. LEXIS 1792",1955,1403,"Warren","320","PARR v. UNITED STATES",3/28/1956,,100,,27,,1,,,0,121,,25,,0,11,2,1,1,2,0,0,0,0,90380,9,1,0,3,,,,,91,79,1,5,4
"1955-101","1955-101-01","1955-101-01-01","1955-101-01-01-01",6/11/1956,1,"351 U.S. 525","76 S. Ct. 946","100 L. Ed. 2d 1387","1956 U.S. LEXIS 1642",1955,1403,"Warren","342","CZAPLICKI v. THE HOEGH SILVERCLOUD et al.",4/24/1956,,145,,116,,1,,,0,96,,22,,0,10,2,1,1,4,0,1,0,0,80050,8,2,0,4,,3,349,,91,90,1,9,0
"1955-102","1955-102-01","1955-102-01-01","1955-102-01-01-01",6/11/1956,1,"351 U.S. 536","76 S. Ct. 861","100 L. Ed. 2d 1396","1956 U.S. LEXIS 1647",1955,1403,"Warren","442","COLE v. YOUNG et al.",3/6/1956,,8,60,320,,1,62,,0,55,,32,,1,10,2,1,1,4,0,1,0,0,30060,3,2,0,4,,6,600,"64 Stat. 476",91,90,1,6,3
"1955-103","1955-103-01","1955-103-01-01","1955-103-01-01-01",6/11/1956,1,"351 U.S. 570","76 S. Ct. 974","100 L. Ed. 2d 1415","1956 U.S. LEXIS 1803",1955,1403,"Warren","529","DE SYLVA v. BALLENTINE, GUARDIAN",4/25/1956,,236,,129,,1,,,0,51,,29,,0,10,3,2,1,2,0,0,0,1,80190,8,2,0,4,,6,600,"17 U.S.C. § 1",91,90,1,9,0
"1955-104","1955-104-01","1955-104-01-01","1955-104-01-01-01",4/30/1956,6,"351 U.S. 916","76 S. Ct. 709","100 L. Ed. 2d 1449","1956 U.S. LEXIS 1817",1955,1403,"Warren","555","SUGDEN et ux. v. UNITED STATES.",4/25/1956,,152,,27,,1,,,0,,,29,,0,12,3,3,1,2,0,0,0,0,10480,1,1,0,4,,3,344,"NA",,90,1,6,3
"1955-105","1955-105-01","1955-105-01-01","1955-105-01-01-01",1/30/1956,5,"350 U.S. 956","76 S. Ct. 345","100 L. Ed. 2d 832","1956 U.S. LEXIS 1449",1955,1403,"Warren","105","THOMPSON v. COASTAL OIL CO.",1/24/1956,,501,,501,,1,,,0,,,23,,0,12,,,1,2,0,0,0,0,,,,,,,,,"NA",,,1,4,4
"1955-106","1955-106-01","1955-106-01-01","1955-106-01-01-01",3/26/1956,5,"350 U.S. 990","76 S. Ct. 541","100 L. Ed. 2d 856","1956 U.S. LEXIS 1205",1955,1403,"Warren","201","HYUN v. LANDON, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE",3/5/1956,,501,,368,,1,,,0,,,29,,0,12,,,1,2,0,0,0,0,,,,,,,,,"NA",,,1,4,4
"1956-001","1956-001-01","1956-001-01-01","1956-001-01-01-01",11/5/1956,1,"352 U.S. 1","77 S. Ct. 1","1 L. Ed. 2d 1","1956 U.S. LEXIS 386",1956,1404,"Warren","20","MESAROSH, ALIAS NELSON, et al. v. UNITED STATES",10/10/1956,,126,,27,,1,,,0,111,,23,,1,12,2,1,1,4,0,1,0,0,10280,1,2,0,3,,,,,90,90,1,5,3
"1956-002","1956-002-01","1956-002-01-01","1956-002-01-01-01",10/10/1956,6,"352 U.S. 862","77 S. Ct. 8","1 L. Ed. 2d 72","1956 U.S. LEXIS 387",1956,1403,"Warren","20","MESAROSH, ALIAS NELSON, et al. v. UNITED STATES.",10/10/1956,,126,,27,,1,,,0,111,,23,,0,12,,1,1,5,0,1,0,0,10280,1,2,0,3,,,,,,90,1,6,3
"1956-003","1956-003-01","1956-003-01-01","1956-003-01-01-01",10/15/1956,6,"352 U.S. 862","77 S. Ct. 90","1 L. Ed. 2d 73","1956 U.S. LEXIS 1639",1956,1403,"Warren","1","THOMPSON v. COASTAL OIL CO.",1/24/1956,10/8/1956,145,,116,,1,,,0,92,,23,,0,12,3,1,1,3,0,1,0,0,80070,8,2,0,3,,,,,,90,1,5,4
"1956-004","1956-004-01","1956-004-01-01","1956-004-01-01-01",11/13/1956,1,"352 U.S. 29","77 S. Ct. 119","1 L. Ed. 2d 93","1956 U.S. LEXIS 198",1956,1404,"Warren","21","BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION v. PARNELL",10/18/1956,,113,,102,,1,,,0,111,,23,,1,10,3,2,1,4,0,1,0,0,100130,10,1,0,3,6,,,,80,90,1,7,2
