"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1954-083","1954-083-01","1954-083-01-01","1954-083-01-01-01",5/23/1955,1,"349 U.S. 254","75 S. Ct. 719","99 L. Ed. 2d 1040","1955 U.S. LEXIS 1442",1954,1403,"Warren","357","MANEJA et al. v. WAIALUA AGRICULTURAL CO., LTD.",3/30/1955,,145,,152,,1,,,0,63,,29,,0,11,3,1,1,4,0,1,0,0,70040,7,2,0,4,,3,334,,88,90,1,6,3
"1954-084","1954-084-01","1954-084-01-01","1954-084-01-01-01",5/23/1955,1,"349 U.S. 280","75 S. Ct. 746","99 L. Ed. 2d 1074","1955 U.S. LEXIS 769",1954,1403,"Warren","616","SHAUGHNESSY, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE, v. UNITED STATES ex rel. ACCARDI",4/22/1955,,368,,106,,1,7,,0,96,,22,,1,12,3,2,1,4,0,1,0,0,20110,2,1,0,5,,,,,88,90,1,6,2
"1954-085","1954-085-01","1954-085-01-01","1954-085-01-01-01",5/31/1955,1,"349 U.S. 294","75 S. Ct. 753","99 L. Ed. 2d 1083","1955 U.S. LEXIS 734",1954,1403,"Warren","1","BROWN et al. v. BOARD OF EDUCATION OF TOPEKA et al.",4/11/1955,,224,,21,20,2,,,0,72,,72,,0,1,,1,1,4,0,1,0,0,20050,2,2,0,3,,2,231,,90,90,1,9,0
"1954-086","1954-086-01","1954-086-01-01","1954-086-01-01-01",5/31/1955,1,"349 U.S. 302","75 S. Ct. 757","99 L. Ed. 2d 1107","1955 U.S. LEXIS 735",1954,1403,"Warren","145","MARCELLO v. BONDS, OFFICER IN CHARGE, IMMIGRATION AND NATURALIZATION SERVICE",4/21/1955,,126,,368,,1,7,,0,75,,25,,0,10,2,1,1,2,0,0,0,0,20110,2,1,0,4,,3,344,,88,90,1,5,3
"1954-087","1954-087-01","1954-087-01-01","1954-087-01-01-01",6/6/1955,1,"349 U.S. 322","75 S. Ct. 865","99 L. Ed. 2d 1122","1955 U.S. LEXIS 1547",1954,1403,"Warren","163","LAWLOR et al., TRADING AS INDEPENDENT POSTER EXCHANGE, v. NATIONAL SCREEN SERVICE CORP. et al.",2/9/1955,,101,,101,,1,,,0,109,,23,,0,10,2,1,1,4,0,1,0,0,80010,8,2,0,7,,5,506,,90,90,1,8,0
"1954-088","1954-088-01","1954-088-01-01","1954-088-01-01-01",6/6/1955,1,"349 U.S. 331","75 S. Ct. 790","99 L. Ed. 2d 1129","1955 U.S. LEXIS 1388",1954,1403,"Warren","376","PETERS v. HOBBY et al.",4/19/1955,,206,,397,,1,72,,0,55,,32,,1,12,2,1,1,4,0,1,0,0,30120,3,2,0,5,,5,511,,90,90,1,7,2
"1954-089","1954-089-01","1954-089-01-01","1954-089-01-01-01",6/6/1955,1,"349 U.S. 358","75 S. Ct. 855","99 L. Ed. 2d 1147","1955 U.S. LEXIS 1435",1954,1403,"Warren","451","FEDERAL COMMUNICATIONS COMMISSION v. ALLENTOWN BROADCASTING CORP.",4/20/1955,,338,,177,,1,38,,0,32,,32,,0,10,3,1,1,4,0,1,0,0,80320,8,2,0,5,4,3,326,,79,90,1,7,1
"1954-090","1954-090-01","1954-090-01-01","1954-090-01-01-01",6/6/1955,1,"349 U.S. 366","75 S. Ct. 845","99 L. Ed. 2d 1155","1955 U.S. LEXIS 1480",1954,1403,"Warren","131","WHITEHOUSE et al. v. ILLINOIS CENTRAL RAILROAD CO. et al.",2/10/1955,,384,,231,,1,84,,0,66,,27,,1,10,2,2,1,3,0,1,0,0,90420,9,1,0,3,5,,,,80,90,1,5,3
"1954-091","1954-091-01","1954-091-01-01","1954-091-01-01-01",6/6/1955,1,"349 U.S. 375","75 S. Ct. 814","99 L. Ed. 2d 1161","1955 U.S. LEXIS 601",1954,1403,"Warren","412","WILLIAMS v. GEORGIA",4/18/1955,,126,,28,13,1,,,0,302,13,300,13,0,13,2,1,1,5,1,1,0,0,20040,2,2,0,2,,2,231,,80,90,1,6,3
"1954-092","1954-092-01","1954-092-01-01","1954-092-01-01-01",6/6/1955,1,"349 U.S. 408","75 S. Ct. 804","99 L. Ed. 2d 1183","1955 U.S. LEXIS 1389",1954,1403,"Warren","375","CARROLL et al. v. LANZA, DOING BUSINESS AS LAKE CHARLES ELECTRIC CO.",3/31/1955,,145,,120,,1,,,0,47,,28,,0,13,3,1,1,3,0,1,0,0,100130,10,2,0,2,,1,143,,81,90,1,6,3
"1954-093","1954-093-01","1954-093-01-01","1954-093-01-01-01",6/6/1955,1,"349 U.S. 427","75 S. Ct. 860","99 L. Ed. 2d 1196","1955 U.S. LEXIS 1436",1954,1403,"Warren","387","MITCHELL, SECRETARY OF LABOR, v. C. W. VOLLMER & CO., INC.",3/3/1955,,371,,151,,1,,,0,75,,25,,0,2,2,1,1,3,0,1,0,0,70040,7,2,0,4,,3,334,,81,90,1,6,2
"1954-094","1954-094-01","1954-094-01-01","1954-094-01-01-01",6/6/1955,1,"349 U.S. 435","75 S. Ct. 832","99 L. Ed. 2d 1215","1955 U.S. LEXIS 1399",1954,1403,"Warren","367","FEDERAL POWER COMMISSION v. OREGON et al.",3/2/1955,,352,,28,43,1,52,,0,29,,29,,1,10,8,2,1,3,0,1,0,0,80130,8,1,0,4,5,3,336,,86,90,1,7,1
"1954-095","1954-095-01","1954-095-01-01","1954-095-01-01-01",6/6/1955,1,"349 U.S. 458","75 S. Ct. 850","99 L. Ed. 2d 1231","1955 U.S. LEXIS 602",1954,1403,"Warren","20","ELLIS v. DIXON et al., MEMBERS OF THE BOARD OF EDUCATION OF THE CITY OF YONKERS",10/18/1954,4/20/1955,207,,21,37,1,,,0,302,37,301,37,0,12,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,91,79,1,5,4
"1954-096","1954-096-01","1954-096-01-01","1954-096-01-01-01",4/11/1955,6,"349 U.S. 901","75 S. Ct. 576","99 L. Ed. 2d 1239","1955 U.S. LEXIS 944",1954,1403,"Warren","333","PINO v. LANDON, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE.",3/30/1955,,106,,368,,1,68,,0,80,,21,,0,12,2,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,,,90,1,9,0
"1954-098","1954-098-01","1954-098-01-01","1954-098-01-01-01",4/11/1955,5,"349 U.S. 902","75 S. Ct. 575","99 L. Ed. 2d 1239","1955 U.S. LEXIS 946",1954,1403,"Warren","213","INDIAN TOWING CO., INC. et al. v. UNITED STATES.",2/10/1955,,501,,27,,1,,,0,,,25,,0,12,,3,1,2,0,0,0,0,,,3,0,3,,,,,,,1,4,4
"1954-099","1954-099-01","1954-099-01-01","1954-099-01-01-01",4/11/1955,5,"349 U.S. 901","75 S. Ct. 575","99 L. Ed. 2d 1239","1955 U.S. LEXIS 945",1954,1403,"Warren","157","RYAN STEVEDORING CO., INC. v. PANATLANTIC STEAMSHIP CORP.",3/3/1955,,501,,501,,1,,,0,,,22,,0,12,,,1,2,0,0,0,0,,,,,,,,,"NA",,,1,4,4
"1955-001","1955-001-01","1955-001-01-01","1955-001-01-01-01",10/10/1955,2,"350 U.S. 1","76 S. Ct. 33","100 L. Ed. 2d 3","1955 U.S. LEXIS 340",1955,1403,"Warren","294 M","LUCY et al. v. ADAMS, DEAN OF ADMISSIONS, UNIVERSITY OF ALABAMA",,,224,,26,1,1,,,0,42,,42,,0,,,1,1,1,0,1,0,0,20050,2,2,0,3,,,,,,90,1,9,0
"1955-002","1955-002-01","1955-002-01-01","1955-002-01-01-01",10/17/1955,2,"350 U.S. 3","76 S. Ct. 34","100 L. Ed. 2d 4","1955 U.S. LEXIS 271",1955,1403,"Warren","196","CHESSMAN v. TEETS, WARDEN",,,126,,28,6,1,,,0,50,,29,,0,12,9,1,1,4,0,1,0,0,10020,1,2,0,2,,2,230,,,78,1,5,3
"1955-003","1955-003-01","1955-003-01-01","1955-003-01-01-01",10/17/1955,4,"350 U.S. 5","76 S. Ct. 29","100 L. Ed. 2d 6","1955 U.S. LEXIS 272",1955,1403,"Warren","11 ORIG","MISSISSIPPI v. LOUISIANA",10/11/1955,,28,29,28,22,9,,,0,,,,,0,1,,,1,,0,0,0,0,110010,11,3,0,3,,,,,,90,1,9,0
"1955-004","1955-004-01","1955-004-01-01","1955-004-01-01-01",11/7/1955,1,"350 U.S. 11","76 S. Ct. 1","100 L. Ed. 2d 8","1955 U.S. LEXIS 167",1955,1403,"Warren","3","UNITED STATES ex rel. TOTH v. QUARLES, SECRETARY OF THE AIR FORCE",2/8/1955,10/13/1955,250,,303,,1,,,0,55,,32,,0,10,3,1,2,3,0,1,0,0,20250,2,2,0,1,,1,115,,78,90,1,6,3
"1955-005","1955-005-01","1955-005-01-01","1955-005-01-01-01",11/7/1955,1,"350 U.S. 46","76 S. Ct. 20","100 L. Ed. 2d 29","1955 U.S. LEXIS 1504",1955,1403,"Warren","20","CORN PRODUCTS REFINING CO. v. COMMISSIONER OF INTERNAL REVENUE",10/18/1955,,158,,369,,1,,,0,9,,22,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,88,90,1,8,0
"1955-006","1955-006-01","1955-006-01-01","1955-006-01-01-01",11/7/1955,1,"350 U.S. 55","76 S. Ct. 25","100 L. Ed. 2d 43","1955 U.S. LEXIS 1505",1955,1403,"Warren","26","UNITED STATES v. ANDERSON, CLAYTON & CO.",10/20/1955,,27,,240,,1,,,0,3,,3,,0,2,,1,1,2,0,0,0,0,120010,12,1,0,5,4,3,345,,89,90,1,7,2
"1955-007","1955-007-01","1955-007-01-01","1955-007-01-01-01",11/21/1955,1,"350 U.S. 61","76 S. Ct. 122","100 L. Ed. 2d 48","1955 U.S. LEXIS 1379",1955,1403,"Warren","8","INDIAN TOWING CO., INC., et al. v. UNITED STATES",2/10/1955,10/13/1955,116,,27,,1,,,0,75,,25,,1,10,2,1,1,4,0,1,0,0,80060,8,1,0,4,,3,374,"NA",80,90,1,5,4
"1955-008","1955-008-01","1955-008-01-01","1955-008-01-01-01",11/21/1955,6,"350 U.S. 77","76 S. Ct. 131","100 L. Ed. 2d 60","1955 U.S. LEXIS 110",1955,1403,"Warren","28","NEESE, ADMINISTRATOR, v. SOUTHERN RAILWAY CO.",11/7/1955,,145,,231,,1,,,0,155,,24,,0,12,6,1,1,3,0,1,0,0,80040,8,2,0,3,,,,,,90,1,9,0
"1955-009","1955-009-01","1955-009-01-01","1955-009-01-01-01",12/5/1955,1,"350 U.S. 79","76 S. Ct. 171","100 L. Ed. 2d 62","1955 U.S. LEXIS 35",1955,1403,"Warren","71","AFFRONTI v. UNITED STATES",11/15/1955,,126,,27,,1,,,0,87,,28,,0,2,2,1,1,2,0,0,0,0,90320,9,1,0,4,,6,600,"18 U.S.C. § 3651",79,90,1,9,0
"1955-010","1955-010-01","1955-010-01-01","1955-010-01-01-01",12/5/1955,1,"350 U.S. 85","76 S. Ct. 167","100 L. Ed. 2d 77","1955 U.S. LEXIS 36",1955,1403,"Warren","112","REECE v. GEORGIA",11/9/1955,,100,,28,13,1,,,0,302,13,300,13,0,10,2,1,1,4,0,1,0,0,20040,2,2,0,2,,2,230,,88,90,1,9,0
"1955-011","1955-011-01","1955-011-01-01","1955-011-01-01-01",12/5/1955,1,"350 U.S. 91","76 S. Ct. 158","100 L. Ed. 2d 83","1955 U.S. LEXIS 37",1955,1403,"Warren","32","MICHEL v. LOUISIANA",11/8/1955,,100,,28,22,1,,,0,302,22,300,22,0,10,2,1,1,2,0,0,0,0,20040,2,1,0,2,,2,231,,88,79,1,6,3
"1955-012","1955-012-01","1955-012-01-01","1955-012-01-01-01",12/12/1955,1,"350 U.S. 107","76 S. Ct. 185","100 L. Ed. 2d 96","1955 U.S. LEXIS 1415",1955,1403,"Warren","27","NATIONAL LABOR RELATIONS BOARD v. WARREN COMPANY, INC.",10/20/1955,,382,,151,,1,82,,0,25,,25,,0,10,9,1,1,4,0,1,0,0,90330,9,2,0,3,4,3,356,,90,90,1,9,0
"1955-013","1955-013-01","1955-013-01-01","1955-013-01-01-01",12/12/1955,6,"350 U.S. 114","76 S. Ct. 188","100 L. Ed. 2d 125","1955 U.S. LEXIS 2",1955,1403,"Warren","10 ORIG","ARIZONA v. CALIFORNIA et al.",12/8/1955,,28,4,28,6,9,,,0,,,,,0,1,,,1,9,0,0,0,0,110020,11,3,0,3,,,,,,78,1,5,3
"1955-014","1955-014-01","1955-014-01-01","1955-014-01-01-01",1/9/1956,1,"350 U.S. 116","76 S. Ct. 223","100 L. Ed. 2d 126","1956 U.S. LEXIS 1536",1955,1403,"Warren","45","PENNSYLVANIA ex rel. HERMAN v. CLAUDY, WARDEN",11/14/1955,,126,,28,45,1,,,0,302,45,300,45,0,4,9,1,1,4,0,1,0,0,10010,1,2,0,2,,2,230,,78,90,1,9,0
"1955-015","1955-015-01","1955-015-01-01","1955-015-01-01-01",1/9/1956,1,"350 U.S. 124","76 S. Ct. 232","100 L. Ed. 2d 133","1956 U.S. LEXIS 1645",1955,1403,"Warren","4","RYAN STEVEDORING CO., INC. v. PAN-ATLANTIC STEAMSHIP CORP.",3/3/1955,10/11/1955,151,,116,,1,,,0,94,,22,,0,3,3,1,1,2,0,0,0,0,80070,8,1,0,4,,3,349,,86,79,1,5,4
"1955-016","1955-016-01","1955-016-01-01","1955-016-01-01-01",1/9/1956,1,"350 U.S. 148","76 S. Ct. 219","100 L. Ed. 2d 149","1956 U.S. LEXIS 1638",1955,1403,"Warren","46","REX TRAILER CO., INC. v. UNITED STATES",12/5/1955,,126,,27,,1,,,0,69,,27,,0,2,2,1,1,2,0,0,0,0,10170,1,1,0,4,,6,600,"50 U.S.C. § 1635",88,90,1,9,0
"1955-017","1955-017-01","1955-017-01-01","1955-017-01-01-01",1/9/1956,1,"350 U.S. 155","76 S. Ct. 227","100 L. Ed. 2d 166","1956 U.S. LEXIS 1746",1955,1403,"Warren","33","LOCAL UNION NO. 25 OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS OF AMERICA et al. v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",11/10/1955,,249,,231,,1,,,0,302,26,300,26,0,11,2,1,1,3,0,1,0,0,100020,10,2,0,4,,3,350,,89,90,1,9,0
"1955-018","1955-018-01","1955-018-01-01","1955-018-01-01-01",1/9/1956,1,"350 U.S. 162","76 S. Ct. 244","100 L. Ed. 2d 173","1956 U.S. LEXIS 1646",1955,1403,"Warren","6","SECRETARY OF AGRICULTURE v. UNITED STATES et al.",10/12/1955,,304,,27,,1,66,,1,123,,123,,1,12,9,1,1,3,0,1,0,0,90120,9,2,0,5,,3,343,,91,90,1,6,3
"1955-019","1955-019-01","1955-019-01-01","1955-019-01-01-01",1/16/1956,1,"350 U.S. 179","76 S. Ct. 281","100 L. Ed. 2d 185","1956 U.S. LEXIS 1486",1955,1403,"Warren","35","UNITED STATES v. MINKER",11/14/1955,,27,,254,,1,68,,0,109,,23,,0,2,3,2,1,2,0,0,0,0,20280,2,2,0,4,5,3,344,,80,90,1,9,0
"1955-020","1955-020-01","1955-020-01-01","1955-020-01-01-01",1/6/1956,1,"350 U.S. 198","76 S. Ct. 273","100 L. Ed. 2d 199","1956 U.S. LEXIS 1487",1955,1403,"Warren","49","BERNHARDT v. POLYGRAPHIC COMPANY OF AMERICA, INC.",12/5/1955,,145,,151,,1,,,0,124,,22,,0,7,3,1,1,4,0,1,0,1,80160,8,2,0,6,4,6,600,"9 U.S.C. § 1",81,90,1,6,3
"1955-021","1955-021-01","1955-021-01-01","1955-021-01-01-01",1/16/1956,1,"350 U.S. 214","76 S. Ct. 292","100 L. Ed. 2d 233","1956 U.S. LEXIS 1488",1955,1403,"Warren","30","REA v. UNITED STATES",11/10/1955,,100,,27,,1,,,0,93,,30,,0,10,2,1,1,3,0,1,0,0,10370,1,2,0,4,,4,401,,81,90,1,5,4
"1955-022","1955-022-01","1955-022-01-01","1955-022-01-01-01",1/23/1956,1,"350 U.S. 222","76 S. Ct. 259","100 L. Ed. 2d 240","1956 U.S. LEXIS 1652",1955,1403,"Warren","21","UNITED STATES v. TWIN CITY POWER CO. et al.",10/18/1955,,27,,195,,1,,,0,160,,24,,0,10,2,1,1,3,0,1,0,0,40070,4,2,0,1,,2,211,,81,90,1,5,4
"1955-023","1955-023-01","1955-023-01-01","1955-023-01-01-01",1/30/1956,1,"350 U.S. 247","76 S. Ct. 330","100 L. Ed. 2d 267","1956 U.S. LEXIS 1743",1955,1403,"Warren","22","STEINER et al., DOING BUSINESS AS CUMBERLAND BATTERY MANUFACTURING CO., v. MITCHELL, SECRETARY OF LABOR",11/16/1955,,151,,371,,1,,,0,117,,26,,0,3,2,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,90,90,1,9,0
"1955-024","1955-024-01","1955-024-01-01","1955-024-01-01-01",1/30/1956,1,"350 U.S. 260","76 S. Ct. 337","100 L. Ed. 2d 282","1956 U.S. LEXIS 1744",1955,1403,"Warren","39","MITCHELL, SECRETARY OF LABOR, v. KING PACKING CO.",11/16/1955,,371,,151,,1,,,0,64,,29,,0,2,2,1,1,4,0,1,0,0,70040,7,2,0,4,,3,334,,90,90,1,9,0
"1955-025","1955-025-01","1955-025-01-01","1955-025-01-01-01",2/27/1956,1,"350 U.S. 264","76 S. Ct. 383","100 L. Ed. 2d 285","1956 U.S. LEXIS 1741",1955,1403,"Warren","79","NATIONAL LABOR RELATIONS BOARD v. COCACOLA BOTTLING CO. OF LOUISVILLE, INC.",1/17/1956,,382,,151,,1,82,,0,26,,26,,0,10,5,1,1,4,0,1,0,0,70170,7,2,0,5,4,3,356,,80,90,1,8,0
"1955-026","1955-026-01","1955-026-01-01","1955-026-01-01-01",2/27/1956,1,"350 U.S. 270","76 S. Ct. 349","100 L. Ed. 2d 309","1956 U.S. LEXIS 1742",1955,1403,"Warren","19","MASTRO PLASTICS CORP. et al. v. NATIONAL LABOR RELATIONS BOARD",10/17/1955,,151,,382,,1,82,,0,22,,22,,1,10,2,2,1,2,0,0,0,0,70160,7,2,0,5,4,3,356,,86,90,1,6,3
"1955-027","1955-027-01","1955-027-01-01","1955-027-01-01-01",2/27/1956,1,"350 U.S. 299","76 S. Ct. 400","100 L. Ed. 2d 335","1956 U.S. LEXIS 1632",1955,1403,"Warren","281","UNITED STATES v. RYAN",1/19/1956,,27,,249,,1,,,0,96,,22,,1,10,3,2,1,4,0,1,0,0,70170,7,1,0,4,,3,350,,88,90,1,8,0
"1955-028","1955-028-01","1955-028-01-01","1955-028-01-01-01",2/27/1956,1,"350 U.S. 308","76 S. Ct. 395","100 L. Ed. 2d 347","1956 U.S. LEXIS 1649",1955,1403,"Warren","286","COMMISSIONER OF INTERNAL REVENUE v. SOUTHWEST EXPLORATION CO.",1/23/1956,,369,,198,,1,69,,0,9,,29,,0,7,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,88,90,1,7,1
"1955-029","1955-029-01","1955-029-01-01","1955-029-01-01-01",2/27/1956,1,"350 U.S. 318","76 S. Ct. 386","100 L. Ed. 2d 364","1956 U.S. LEXIS 1666",1955,1403,"Warren","150","SHIELDS v. ATLANTIC COAST LINE RAILROAD CO.",1/19/1956,,145,,231,,1,,,0,41,,25,,0,10,3,1,1,3,0,1,0,0,80040,8,2,0,4,,6,600,"45 U.S.C. § 11",89,90,1,5,3
"1955-030","1955-030-01","1955-030-01-01","1955-030-01-01-01",2/27/1956,1,"350 U.S. 332","76 S. Ct. 373","100 L. Ed. 2d 373","1956 U.S. LEXIS 1650",1955,1403,"Warren","17","UNITED GAS PIPE LINE CO. v. MOBILE GAS SERVICE CORP. et al.",11/7/1955,,209,,148,,1,52,,0,23,,23,,1,10,3,2,1,2,0,0,0,0,80300,8,2,0,4,5,3,355,,91,90,1,9,0
"1955-031","1955-031-01","1955-031-01-01","1955-031-01-01-01",2/27/1956,1,"350 U.S. 348","76 S. Ct. 368","100 L. Ed. 2d 388","1956 U.S. LEXIS 1651",1955,1403,"Warren","51","FEDERAL POWER COMMISSION v. SIERRA PACIFIC POWER CO.",11/8/1955,,352,,148,,1,52,,0,32,,32,,0,10,5,2,1,2,0,0,0,0,80270,8,2,0,4,5,3,336,,91,90,1,9,0
"1955-032","1955-032-01","1955-032-01-01","1955-032-01-01-01",2/27/1956,6,"350 U.S. 356","76 S. Ct. 366","100 L. Ed. 2d 395","1956 U.S. LEXIS 1341",1955,1403,"Warren","42","GIBSON v. LOCKHEED AIRCRAFT SERVICE, INC.",12/5/1955,,208,,104,,1,,,0,120,,25,,0,11,4,1,1,3,0,1,0,0,10220,1,2,0,3,,,,,,90,1,9,0
"1955-033","1955-033-01","1955-033-01-01","1955-033-01-01-01",3/5/1956,1,"350 U.S. 359","76 S. Ct. 406","100 L. Ed. 2d 397","1956 U.S. LEXIS 1845",1955,1403,"Warren","72","COSTELLO v. UNITED STATES",1/16/1956,,100,,27,,1,,,0,96,,22,,0,11,2,1,1,2,0,0,0,0,10200,1,1,0,1,,2,208,,78,90,1,7,0
"1955-034","1955-034-01","1955-034-01-01","1955-034-01-01-01",3/5/1956,1,"350 U.S. 366","76 S. Ct. 410","100 L. Ed. 2d 412","1956 U.S. LEXIS 1316",1955,1403,"Warren","460","GREENWOOD v. UNITED STATES",1/25/1956,,136,,27,,1,,,0,87,,28,,1,3,2,1,1,2,0,0,0,0,100120,10,2,0,4,1,6,600,"18 U.S.C. § 4244",80,90,1,8,0
"1955-035","1955-035-01","1955-035-01-01","1955-035-01-01-01",3/5/1956,1,"350 U.S. 377","76 S. Ct. 425","100 L. Ed. 2d 435","1956 U.S. LEXIS 1799",1955,1403,"Warren","156","REMMER v. UNITED STATES",1/18/1956,,100,,27,,1,,,0,90,,29,,0,11,2,1,1,5,0,1,0,0,10210,1,2,0,3,,,,,89,78,1,7,0
"1955-036","1955-036-01","1955-036-01-01","1955-036-01-01-01",3/5/1956,1,"350 U.S. 383","76 S. Ct. 416","100 L. Ed. 2d 441","1956 U.S. LEXIS 1800",1955,1403,"Warren","74","UNITED STATES v. LESLIE SALT CO.",12/7/1955,,27,,138,,1,69,,0,50,,29,,0,7,2,1,1,2,0,0,0,0,120010,12,1,0,4,,3,345,,91,90,1,9,0
"1955-037","1955-037-01","1955-037-01-01","1955-037-01-01-01",3/12/1956,1,"350 U.S. 399","76 S. Ct. 456","100 L. Ed. 2d 474","1956 U.S. LEXIS 1737",1955,1403,"Warren","110","CAMMER v. UNITED STATES",1/24/1956,,111,,27,,1,,,0,55,,32,,1,10,2,1,1,3,0,1,0,0,10080,1,2,0,4,,6,600,"18 U.S.C. § 401",78,90,1,8,0
"1955-038","1955-038-01","1955-038-01-01","1955-038-01-01-01",3/12/1956,6,"350 U.S. 409","76 S. Ct. 461","100 L. Ed. 2d 482","1956 U.S. LEXIS 1665",1955,1403,"Warren","102","UNITED STATES et al. v. CONTRACT STEEL CARRIERS, INC.",2/29/1956,,27,,245,,2,66,,0,68,,68,,0,1,3,1,1,2,0,0,0,0,80240,8,1,0,4,5,6,600,"49 U.S.C. § 303",,90,1,7,2
"1955-039","1955-039-01","1955-039-01-01","1955-039-01-01-01",3/12/1956,2,"350 U.S. 413","76 S. Ct. 464","100 L. Ed. 2d 486","1956 U.S. LEXIS 1290",1955,1403,"Warren","624","FLORIDA ex rel. HAWKINS v. BOARD OF CONTROL OF FLORIDA et al.",,,224,,26,12,1,,,0,300,12,300,12,0,12,,1,1,5,0,1,0,0,20050,2,2,0,2,,2,231,,,90,1,9,0
"1955-040","1955-040-01","1955-040-01-01","1955-040-01-01-01",3/26/1956,1,"350 U.S. 415","76 S. Ct. 522","100 L. Ed. 2d 494","1956 U.S. LEXIS 1733",1955,1403,"Warren","54","UNITED STATES v. GREEN et al.",2/27/1956,,27,,249,,2,,,0,67,,67,,0,1,,2,1,4,0,1,0,0,10470,1,1,0,4,,6,600,"18 U.S.C. § 1951",79,79,1,6,3
"1955-041","1955-041-01","1955-041-01-01","1955-041-01-01-01",3/26/1956,1,"350 U.S. 422","76 S. Ct. 497","100 L. Ed. 2d 511","1956 U.S. LEXIS 1631",1955,1403,"Warren","58","ULLMANN v. UNITED STATES",12/6/1955,,254,,27,,1,,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,10110,1,1,0,1,4,6,600,"18 U.S.C. § 2486",80,90,1,7,2
"1955-042","1955-042-01","1955-042-01-01","1955-042-01-01-01",3/26/1956,1,"350 U.S. 456","76 S. Ct. 493","100 L. Ed. 2d 545","1956 U.S. LEXIS 1797",1955,1403,"Warren","255","MILLINERY CENTER BUILDING CORP. v. COMMISSIONER OF INTERNAL REVENUE",3/1/1956,,240,,369,,1,69,,0,9,,22,,0,2,4,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,80,90,1,9,0
"1955-043","1955-043-01","1955-043-01-01","1955-043-01-01-01",3/26/1956,1,"350 U.S. 462","76 S. Ct. 516","100 L. Ed. 2d 550","1956 U.S. LEXIS 1734",1955,1403,"Warren","170","GENERAL STORES CORP. v. SHLENSKY et al.",1/18/1956,,114,,237,,1,,,0,96,,22,,1,12,2,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,81,90,1,6,2
"1955-044","1955-044-01","1955-044-01-01","1955-044-01-01-01",3/26/1956,1,"350 U.S. 473","76 S. Ct. 527","100 L. Ed. 2d 565","1956 U.S. LEXIS 1735",1955,1403,"Warren","278","MITCHELL, SECRETARY OF LABOR, v. BUDD et al.",2/29/1956,,371,,151,,1,,,0,57,,25,,0,3,3,1,1,3,0,1,0,0,70040,7,2,0,4,,3,334,,81,90,1,9,0
"1955-045","1955-045-01","1955-045-01-01","1955-045-01-01-01",3/26/1956,1,"350 U.S. 485","76 S. Ct. 491","100 L. Ed. 2d 577","1956 U.S. LEXIS 1202",1955,1403,"Warren","129","DOUD et al., DOING BUSINESS AS BONDIFIED SYSTEMS, et al. v. HODGE, AUDITOR OF PUBLIC ACCOUNTS OF ILLINOIS, et al.",2/29/1956,,122,,19,17,2,,,1,66,,66,,0,1,,1,1,5,0,1,0,0,90090,9,2,0,4,3,6,600,"28 U.S.C. § 1331",89,90,1,9,0
"1955-046","1955-046-01","1955-046-01-01","1955-046-01-01-01",3/26/1956,6,"350 U.S. 488","76 S. Ct. 536","100 L. Ed. 2d 580","1956 U.S. LEXIS 1798",1955,1403,"Warren","56","MURDOCK ACCEPTANCE CORP. v. UNITED STATES",2/27/1956,,135,,27,,1,,,0,75,,25,,1,12,2,2,1,4,0,1,0,0,120010,12,1,0,4,3,3,345,,,90,1,8,1
"1955-047","1955-047-01","1955-047-01-01","1955-047-01-01-01",3/26/1956,6,"350 U.S. 492","76 S. Ct. 534","100 L. Ed. 2d 634","1956 U.S. LEXIS 1203",1955,1403,"Warren","63","WERNER MACHINE CO., INC. v. DIRECTOR OF DIVISION OF TAXATION, DEPARTMENT OF THE TREASURY, OF NEW JERSEY",3/5/1956,,25,35,7,35,2,117,35,0,300,35,300,35,0,1,2,2,1,2,0,0,0,0,80100,8,2,0,2,,1,148,,,90,1,9,0
